"unique_key","created_date","closed_date","agency","agency_name","complaint_type","descriptor","location_type","incident_zip","incident_address","street_name","cross_street_1","cross_street_2","intersection_street_1","intersection_street_2","address_type","city","landmark","facility_type","status","due_date","resolution_description","resolution_action_updated_date","community_board","bbl","borough","x_coordinate_state_plane","y_coordinate_state_plane","open_data_channel_type","park_facility_name","park_borough","vehicle_type","taxi_company_borough","taxi_pick_up_location","bridge_highway_name","bridge_highway_direction","road_ramp","bridge_highway_segment","latitude","longitude","location"
"58965240","2023-09-29T16:35:00.000","2023-09-30T01:30:00.000","DEP","Department of Environmental Protection","Sewer","Sewer Backup (Use Comments) (SA)",,"11414","158-38 86 STREET","86 STREET","158 AVE","159 AVE",,,"ADDRESS","HOWARD BEACH",,,"Closed",,"The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.","2023-09-30T01:30:00.000","10 QUEENS","4139840023","QUEENS","1026800","179480","ONLINE","Unspecified","QUEENS",,,,,,,,"40.659205610222834","-73.84663923068666","
,  
(40.659205610222834, -73.84663923068666)"
"58962096","2023-09-29T16:35:00.000","2023-09-30T12:45:00.000","DEP","Department of Environmental Protection","Sewer","Sewer Backup (Use Comments) (SA)",,"11105","23-25 24 STREET","24 STREET","23 AVE","24 AVE",,,"ADDRESS","ASTORIA",,,"Closed",,"The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.","2023-09-30T12:45:00.000","01 QUEENS","4008650028","QUEENS","1006977","222346","ONLINE","Unspecified","QUEENS",,,,,,,,"40.77693548105066","-73.91794145594321","
,  
(40.77693548105066, -73.91794145594321)"
"58957678","2023-09-29T16:35:00.000","2023-09-30T16:40:00.000","DEP","Department of Environmental Protection","Sewer","Street Flooding (SJ)",,"11101",,,,,"37 AVENUE","48 STREET","INTERSECTION","QUEENS",,,"Closed",,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.","2023-09-30T16:40:00.000","01 QUEENS",,"QUEENS","1007747","212960","PHONE","Unspecified","QUEENS",,,,,,,,"40.75117133098466","-73.91519409018495","
,  
(40.75117133098466, -73.91519409018495)"
"58965241","2023-09-29T16:35:00.000","2023-09-29T22:35:00.000","DEP","Department of Environmental Protection","Sewer","Sewer Backup (Use Comments) (SA)",,"10303","35 LEYDEN AVENUE","LEYDEN AVENUE","UNION AVE","HARBOR RD",,,"ADDRESS","STATEN ISLAND",,,"Closed",,"The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed and attributed to grease. Work was performed to relieve the blockage.","2023-09-29T22:35:00.000","01 STATEN ISLAND","5012260084","STATEN ISLAND","940116","169895","ONLINE","Unspecified","STATEN ISLAND",,,,,,,,"40.63288914460534","-74.15900717704527","
,  
(40.63288914460534, -74.15900717704527)"
"58965133","2023-09-29T16:32:00.000","2023-10-03T09:30:00.000","DEP","Department of Environmental Protection","Sewer","Catch Basin Clogged/Flooding (Use Comments) (SC)",,"11104","39-70 47 STREET","47 STREET","39 AVE","SKILLMAN AVE",,,"ADDRESS","SUNNYSIDE",,,"Closed",,"NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.","2023-10-03T09:30:00.000","02 QUEENS","4001490071","QUEENS","1007268","211552","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74730798743465","-73.91692772617075","
,  
(40.74730798743465, -73.91692772617075)"
"58963498","2023-09-29T16:32:00.000","2023-10-02T11:00:00.000","DEP","Department of Environmental Protection","Sewer","Catch Basin Clogged/Flooding (Use Comments) (SC)",,"11103","31-65 45 STREET","45 STREET","NEWTOWN RD","BROADWAY",,,"ADDRESS","ASTORIA",,,"Closed",,"NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.","2023-10-02T11:00:00.000","01 QUEENS","4007110015","QUEENS","1007989","215425","ONLINE","Unspecified","QUEENS",,,,,,,,"40.75793647995861","-73.9143119559775","
,  
(40.75793647995861, -73.9143119559775)"
"58965132","2023-09-29T16:32:00.000","2023-09-30T12:40:00.000","DEP","Department of Environmental Protection","Sewer","Catch Basin Clogged/Flooding (Use Comments) (SC)",,"10011","185 7 AVENUE","7 AVENUE","W 20 ST","W 21 ST",,,"ADDRESS","NEW YORK",,,"Closed",,"The Department of Environmental Protection inspected your complaint and cleaned the catch basin or inlet. If the condition returns, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.","2023-09-30T12:40:00.000","04 MANHATTAN","1007960073","MANHATTAN","985172","209850","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.74266633301621","-73.99667272183085","
,  
(40.74266633301621, -73.99667272183085)"
"58963615","2023-09-29T16:29:00.000","2023-09-30T05:25:00.000","DEP","Department of Environmental Protection","Sewer","Sewer Backup (Use Comments) (SA)",,"11207","670 NEW JERSEY AVENUE","NEW JERSEY AVENUE","RIVERDALE AVE","BEND",,,"ADDRESS","BROOKLYN",,,"Closed",,"The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.","2023-09-30T05:25:00.000","05 BROOKLYN","3038400040","BROOKLYN","1014069","180763","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.66277918514873","-73.8925191872524","
,  
(40.66277918514873, -73.8925191872524)"
"58957571","2023-09-29T16:29:00.000","2023-09-30T11:25:00.000","DEP","Department of Environmental Protection","Sewer","Sewer Backup (Use Comments) (SA)",,"11377","50-64 47 STREET","47 STREET","50 AVE","LAUREL HILL BLVD",,,"ADDRESS","WOODSIDE",,,"Closed",,"The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.","2023-09-30T11:25:00.000","02 QUEENS","4022960069","QUEENS","1006653","207484","PHONE","Unspecified","QUEENS",,,,,,,,"40.736143924945736","-73.91916081702591","
,  
(40.736143924945736, -73.91916081702591)"
"58960464","2023-09-29T16:29:00.000","2023-10-03T09:20:00.000","DEP","Department of Environmental Protection","Sewer","Catch Basin Clogged/Flooding (Use Comments) (SC)",,"11104","47-01 BARNETT AVENUE","BARNETT AVENUE","39 AVE","48 ST",,,"ADDRESS","SUNNYSIDE",,,"Closed",,"NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.","2023-10-03T09:20:00.000","02 QUEENS","4001420238","QUEENS","1007558","212544","ONLINE","Unspecified","QUEENS",,,,,,,,"40.750030016781785","-73.91587767476219","
,  
(40.750030016781785, -73.91587767476219)"
"58959159","2023-09-29T16:29:00.000","2023-09-30T11:30:00.000","DEP","Department of Environmental Protection","Sewer","Street Flooding (SJ)",,"10306","141 HAVEN AVENUE","HAVEN AVENUE","ADAMS AVE","HUNTER AVE",,,"ADDRESS","STATEN ISLAND",,,"Closed",,"NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.","2023-09-30T11:30:00.000","02 STATEN ISLAND","5036730019","STATEN ISLAND","956932","150202","ONLINE","Unspecified","STATEN ISLAND",,,,,,,,"40.57890373939722","-74.09834244727871","
,  
(40.57890373939722, -74.09834244727871)"
"58962097","2023-09-29T16:29:00.000","2023-09-30T05:45:00.000","DEP","Department of Environmental Protection","Sewer","Sewer Backup (Use Comments) (SA)",,"11434","177-01 145 DRIVE","145 DRIVE","177 ST","177 PL",,,"ADDRESS","JAMAICA",,,"Closed",,"The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.","2023-09-30T05:45:00.000","13 QUEENS","4132930102","QUEENS","1047909","181305","PHONE","Unspecified","QUEENS",,,,,,,,"40.664088216163805","-73.77054021127553","
,  
(40.664088216163805, -73.77054021127553)"
"58963720","2023-09-29T16:29:00.000","2023-10-06T01:45:00.000","DEP","Department of Environmental Protection","Sewer","Street Flooding (SJ)",,"11413","145-60 224 STREET","224 STREET","145 RD","146 AVE",,,"ADDRESS","SPRINGFIELD GARDENS",,,"Closed",,"NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.","2023-10-06T01:45:00.000","13 QUEENS","4134710054","QUEENS","1051969","180386","PHONE","Unspecified","QUEENS",,,,,,,,"40.66153565233169","-73.75591518608597","
,  
(40.66153565233169, -73.75591518608597)"
"58959057","2023-09-29T16:29:00.000","2023-09-30T13:05:00.000","DEP","Department of Environmental Protection","Sewer","Sewer Backup (Use Comments) (SA)",,"11234","2717 STRICKLAND AVENUE","STRICKLAND AVENUE","NATIONAL DR","BEND",,,"ADDRESS","BROOKLYN",,,"Closed",,"The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.","2023-09-30T13:05:00.000","18 BROOKLYN","3085930036","BROOKLYN","1007537","160587","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.607419970733325","-73.91613300283585","
,  
(40.607419970733325, -73.91613300283585)"
"58965134","2023-09-29T16:29:00.000","2023-10-03T13:00:00.000","DEP","Department of Environmental Protection","Sewer","Catch Basin Clogged/Flooding (Use Comments) (SC)",,"11377","50-64 47 STREET","47 STREET","50 AVE","LAUREL HILL BLVD",,,"ADDRESS","WOODSIDE",,,"Closed",,"NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.","2023-10-03T13:00:00.000","02 QUEENS","4022960069","QUEENS","1006653","207484","PHONE","Unspecified","QUEENS",,,,,,,,"40.736143924945736","-73.91916081702591","
,  
(40.736143924945736, -73.91916081702591)"
"58963565","2023-09-29T16:29:00.000","2023-09-29T16:40:00.000","DEP","Department of Environmental Protection","Sewer","Sewer Backup (Use Comments) (SA)",,"10456","1358 TELLER AVENUE","TELLER AVENUE","E 169 ST","FINDLAY AVE",,,"ADDRESS","BRONX",,,"Closed",,"The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.","2023-09-29T16:40:00.000","04 BRONX","2027820089","BRONX","1009273","243766","PHONE","Unspecified","BRONX",,,,,,,,"40.83572123733911","-73.90957164068709","
,  
(40.83572123733911, -73.90957164068709)"
"58957680","2023-09-29T16:29:00.000","2023-09-30T18:00:00.000","DEP","Department of Environmental Protection","Sewer","Street Flooding (SJ)",,"11373","92-53 55 AVENUE","55 AVENUE","94 ST","94 ST",,,"ADDRESS","ELMHURST",,,"Closed",,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.","2023-09-30T18:00:00.000","04 QUEENS","4018700032","QUEENS","1020687","208092","PHONE","Unspecified","QUEENS",,,,,,,,"40.73776605040625","-73.86851717590058","
,  
(40.73776605040625, -73.86851717590058)"
"58957679","2023-09-29T16:29:00.000","2023-09-30T16:25:00.000","DEP","Department of Environmental Protection","Sewer","Street Flooding (SJ)",,"11360","29-01 216 STREET","216 STREET","29 AVE","31 RD",,,"ADDRESS","BAYSIDE",,,"Closed",,"NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.","2023-09-30T16:25:00.000","11 QUEENS","4060590001","QUEENS","1047893","222257","PHONE","Unspecified","QUEENS",,,,,,,,"40.77649129818376","-73.77021066090688","
,  
(40.77649129818376, -73.77021066090688)"
"58963616","2023-09-29T16:26:00.000","2023-09-29T16:35:00.000","DEP","Department of Environmental Protection","Sewer","Sewer Backup (Use Comments) (SA)",,"11214","64 BAY   38 STREET","BAY   38 STREET","86 ST","BENSON AVE",,,"ADDRESS","BROOKLYN",,,"Closed",,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.","2023-09-29T16:35:00.000","11 BROOKLYN","3068657501","BROOKLYN","987264","156861","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.59722294366745","-73.98914688501247","
,  
(40.59722294366745, -73.98914688501247)"
"58963566","2023-09-29T16:26:00.000","2023-09-29T16:35:00.000","DEP","Department of Environmental Protection","Sewer","Sewer Backup (Use Comments) (SA)",,"10472","1257 COMMONWEALTH AVENUE","COMMONWEALTH AVENUE","WESTCHESTER AVE","E 172 ST",,,"ADDRESS","BRONX",,,"Closed",,"The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.","2023-09-29T16:35:00.000","09 BRONX","2037840039","BRONX","1020716","242294","PHONE","Unspecified","BRONX",,,,,,,,"40.83164118985794","-73.86822687145836","
,  
(40.83164118985794, -73.86822687145836)"
"58960581","2023-09-29T16:23:00.000","2023-09-30T03:50:00.000","DEP","Department of Environmental Protection","Sewer","Sewer Backup (Use Comments) (SA)",,"11205","236 CUMBERLAND STREET","CUMBERLAND STREET","DE KALB AVE","LAFAYETTE AVE",,,"ADDRESS","BROOKLYN",,,"Closed",,"The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.","2023-09-30T03:50:00.000","02 BROOKLYN","3021010050","BROOKLYN","991748","190208","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.68875061749656","-73.97296338449203","
,  
(40.68875061749656, -73.97296338449203)"
"58955965","2023-09-29T16:23:00.000","2023-09-30T08:35:00.000","DEP","Department of Environmental Protection","Sewer","Sewer Backup (Use Comments) (SA)",,"11235","2865 BRIGHTON    3 STREET","BRIGHTON    3 STREET","BANNER 3 RD","BANNER 3 TER",,,"ADDRESS","BROOKLYN",,,"Closed",,"The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.","2023-09-30T08:35:00.000","13 BROOKLYN","3072610008","BROOKLYN","993756","151102","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.58141105509445","-73.96577794029608","
,  
(40.58141105509445, -73.96577794029608)"
"58957462","2023-09-29T16:23:00.000","2023-10-02T09:10:00.000","DEP","Department of Environmental Protection","Sewer","Catch Basin Clogged/Flooding (Use Comments) (SC)",,"11101","49-65 VAN DAM STREET","VAN DAM STREET","LIE WB ENTRANCE VAN DAM ST","BORDEN AVE",,,"ADDRESS","LONG ISLAND CITY",,,"Closed",,"NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.","2023-10-02T09:10:00.000","02 QUEENS","4002610010","QUEENS","1002312","208301","ONLINE","Unspecified","QUEENS",,,,,,,,"40.73839631764586","-73.93482271974253","
,  
(40.73839631764586, -73.93482271974253)"
"58957647","2023-09-29T16:23:00.000","2023-09-29T19:20:00.000","DEP","Department of Environmental Protection","Sewer","Street Flooding (SJ)",,"11692","626 BEACH   67 STREET","BEACH   67 STREET","ALMEDA AVE","DE COSTA AVE",,,"ADDRESS","ARVERNE",,,"Closed",,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.","2023-09-29T19:20:00.000","14 QUEENS","4160270012","QUEENS","1040724","157105","PHONE","Unspecified","QUEENS",,,,,,,,"40.59771325751674","-73.79664105321731","
,  
(40.59771325751674, -73.79664105321731)"
"58957466","2023-09-29T16:20:00.000","2023-09-30T11:20:00.000","DEP","Department of Environmental Protection","Sewer","Catch Basin Clogged/Flooding (Use Comments) (SC)",,"10012","77 SULLIVAN STREET","SULLIVAN STREET","BROOME ST","SPRING ST",,,"ADDRESS","NEW YORK",,,"Closed",,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.","2023-09-30T11:20:00.000","02 MANHATTAN","1004890011","MANHATTAN","983203","203326","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.7247595442026","-74.00377735812228","
,  
(40.7247595442026, -74.00377735812228)"
"58965244","2023-09-29T16:20:00.000","2023-09-30T02:40:00.000","DEP","Department of Environmental Protection","Sewer","Sewer Backup (Use Comments) (SA)",,"11208","788 ELTON STREET","ELTON STREET","HEGEMAN AVE","LINDEN BLVD",,,"ADDRESS","BROOKLYN",,,"Closed",,"The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.","2023-09-30T02:40:00.000","05 BROOKLYN","3043360125","BROOKLYN","1017656","181206","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.6639823140226","-73.87958787948088","
,  
(40.6639823140226, -73.87958787948088)"
"58960683","2023-09-29T16:20:00.000","2023-09-30T11:00:00.000","DEP","Department of Environmental Protection","Sewer","Street Flooding (SJ)",,"11428","92-06 215 STREET","215 STREET","92 AVE","92 RD",,,"ADDRESS","QUEENS VILLAGE",,,"Closed",,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.","2023-09-30T11:00:00.000","13 QUEENS","4106290034","QUEENS","1055191","202130","PHONE","Unspecified","QUEENS",,,,,,,,"40.72119243112396","-73.74407296930711","
,  
(40.72119243112396, -73.74407296930711)"
"58966689","2023-09-29T16:20:00.000","2023-10-02T09:50:00.000","DEP","Department of Environmental Protection","Sewer","Catch Basin Clogged/Flooding (Use Comments) (SC)",,"11106",,,,,"24 STREET","34 AVENUE","INTERSECTION","QUEENS",,,"Closed",,"The Department of Environmental Protection has investigated this complaint and found that debris was obstructing the catch basin.","2023-10-02T09:50:00.000","01 QUEENS",,"QUEENS","1003204","216794","ONLINE","Unspecified","QUEENS",,,,,,,,"40.76170558558476","-73.9315799738943","
,  
(40.76170558558476, -73.9315799738943)"
"58959164","2023-09-29T16:20:00.000","2023-09-30T09:00:00.000","DEP","Department of Environmental Protection","Sewer","Street Flooding (SJ)",,"11226",,,,,"CATON AVENUE","RUGBY ROAD","INTERSECTION","BROOKLYN",,,"Closed",,"The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.","2023-09-30T09:00:00.000","14 BROOKLYN",,"BROOKLYN","993399","176071","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.6499461596878","-73.96702932393558","
,  
(40.6499461596878, -73.96702932393558)"
"58962100","2023-09-29T16:20:00.000","2023-09-29T16:30:00.000","DEP","Department of Environmental Protection","Sewer","Sewer Backup (Use Comments) (SA)",,"11214","68 BAY   38 STREET","BAY   38 STREET","86 ST","BENSON AVE",,,"ADDRESS","BROOKLYN",,,"Closed",,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.","2023-09-29T16:30:00.000","11 BROOKLYN","3068657501","BROOKLYN","987247","156840","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.59716530867219","-73.9892081096415","
,  
(40.59716530867219, -73.9892081096415)"
"58966738","2023-09-29T16:17:00.000","2023-09-29T19:45:00.000","DEP","Department of Environmental Protection","Sewer","Sewer Backup (Use Comments) (SA)",,"11422","149-48 256 STREET","256 STREET","149 RD","CRAFT AVE",,,"ADDRESS","ROSEDALE",,,"Closed",,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.","2023-09-29T19:45:00.000","13 QUEENS","4136760062","QUEENS","1058322","176705","PHONE","Unspecified","QUEENS",,,,,,,,"40.65138129291957","-73.73305714573354","
,  
(40.65138129291957, -73.73305714573354)"
"58965245","2023-09-29T16:17:00.000","2023-09-30T03:01:00.000","DEP","Department of Environmental Protection","Sewer","Sewer Backup (Use Comments) (SA)",,"11433","111-14 175 STREET","175 STREET","111 AVE","SAYRES AVE",,,"ADDRESS","JAMAICA",,,"Closed",,"The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.","2023-09-30T03:01:00.000","12 QUEENS","4102840115","QUEENS","1045876","192834","PHONE","Unspecified","QUEENS",,,,,,,,"40.69574698820509","-73.77776272735919","
,  
(40.69574698820509, -73.77776272735919)"
"58963721","2023-09-29T16:17:00.000","2023-09-30T13:20:00.000","DEP","Department of Environmental Protection","Sewer","Street Flooding (SJ)",,"11221","25 DITMARS STREET","DITMARS STREET","BROADWAY","MYRTLE AVE",,,"ADDRESS","BROOKLYN",,,"Closed",,"NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.","2023-09-30T13:20:00.000","04 BROOKLYN","3031930006","BROOKLYN","1002766","193163","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.696845215003286","-73.93322608789852","
,  
(40.696845215003286, -73.93322608789852)"
"58962007","2023-09-29T16:17:00.000","2023-09-30T13:20:00.000","DEP","Department of Environmental Protection","Sewer","Catch Basin Clogged/Flooding (Use Comments) (SC)",,"11692","626 BEACH   67 STREET","BEACH   67 STREET","ALMEDA AVE","DE COSTA AVE",,,"ADDRESS","ARVERNE",,,"Closed",,"The Department of Environmental Protection has investigated this complaint and found that debris was obstructing the catch basin.","2023-09-30T13:20:00.000","14 QUEENS","4160270012","QUEENS","1040724","157105","PHONE","Unspecified","QUEENS",,,,,,,,"40.59771325751674","-73.79664105321731","
,  
(40.59771325751674, -73.79664105321731)"
"58958969","2023-09-29T16:17:00.000","2023-10-02T12:30:00.000","DEP","Department of Environmental Protection","Sewer","Catch Basin Clogged/Flooding (Use Comments) (SC)",,"11101",,,,,"37 AVENUE","48 STREET","INTERSECTION","QUEENS",,,"Closed",,"NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.","2023-10-02T12:30:00.000","01 QUEENS",,"QUEENS","1007747","212960","ONLINE","Unspecified","QUEENS",,,,,,,,"40.75117133098466","-73.91519409018495","
,  
(40.75117133098466, -73.91519409018495)"
"58963619","2023-09-29T16:17:00.000","2023-09-30T11:15:00.000","DEP","Department of Environmental Protection","Sewer","Sewer Backup (Use Comments) (SA)",,"11364","56-52 206 STREET","206 STREET","56 AVE","58 AVE",,,"ADDRESS","OAKLAND GARDENS",,,"Closed",,"The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.","2023-09-30T11:15:00.000","11 QUEENS","4074340031","QUEENS","1047427","211999","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74833916598248","-73.77198959857336","
,  
(40.74833916598248, -73.77198959857336)"
"58956068","2023-09-29T16:17:00.000","2023-09-30T08:55:00.000","DEP","Department of Environmental Protection","Sewer","Street Flooding (SJ)",,"11218",,,,,"CHURCH AVENUE","STRATFORD ROAD","INTERSECTION","BROOKLYN",,,"Closed",,"The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.","2023-09-30T08:55:00.000","14 BROOKLYN",,"BROOKLYN","992767","174994","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.64699065855479","-73.96930825136621","
,  
(40.64699065855479, -73.96930825136621)"
"58966727","2023-09-29T16:17:00.000","2023-09-29T16:25:00.000","DEP","Department of Environmental Protection","Sewer","Manhole Overflow (Use Comments) (SA1)",,"11214","59 BAY   38 STREET","BAY   38 STREET","86 ST","BENSON AVE",,,"ADDRESS","BROOKLYN",,,"Closed",,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.","2023-09-29T16:25:00.000","11 BROOKLYN","3068660017","BROOKLYN","987285","156878","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.59726959806854","-73.98907125845932","
,  
(40.59726959806854, -73.98907125845932)"
"58966804","2023-09-29T16:17:00.000","2023-09-30T12:05:00.000","DEP","Department of Environmental Protection","Sewer","Sewer Backup (Use Comments) (SA)",,"11692","74-23 HILLMEYER AVENUE","HILLMEYER AVENUE","BARBADOES DR","DEAD END",,,"ADDRESS","ARVERNE",,,"Closed",,"The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.","2023-09-30T12:05:00.000","14 QUEENS","4160620010","QUEENS","1038727","156924","PHONE","Unspecified","QUEENS",,,,,,,,"40.59722895042091","-73.80383354643939","
,  
(40.59722895042091, -73.80383354643939)"
"58959165","2023-09-29T16:14:00.000","2023-09-30T09:50:00.000","DEP","Department of Environmental Protection","Sewer","Street Flooding (SJ)",,"11218",,,,,"EAST 10 STREET","CHURCH AVENUE","INTERSECTION","BROOKLYN",,,"Closed",,"NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.","2023-09-30T09:50:00.000","14 BROOKLYN",,"BROOKLYN","992485","174851","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.64659842119139","-73.97032463733287","
,  
(40.64659842119139, -73.97032463733287)"
"58955970","2023-09-29T16:14:00.000","2023-09-30T09:25:00.000","DEP","Department of Environmental Protection","Sewer","Sewer Backup (Use Comments) (SA)",,"11214","59 BAY   38 STREET","BAY   38 STREET","86 ST","BENSON AVE",,,"ADDRESS","BROOKLYN",,,"Closed",,"The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.","2023-09-30T09:25:00.000","11 BROOKLYN","3068660017","BROOKLYN","987285","156878","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.59726959806854","-73.98907125845932","
,  
(40.59726959806854, -73.98907125845932)"
"58966905","2023-09-29T16:14:00.000","2023-09-30T12:55:00.000","DEP","Department of Environmental Protection","Sewer","Street Flooding (SJ)",,"11221","170 PALMETTO STREET","PALMETTO STREET","CENTRAL AVE","WILSON AVE",,,"ADDRESS","BROOKLYN",,,"Closed",,"NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.","2023-09-30T12:55:00.000","04 BROOKLYN","3033510001","BROOKLYN","1007322","192002","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.69364783555681","-73.91679985406803","
,  
(40.69364783555681, -73.91679985406803)"
"58963499","2023-09-29T16:14:00.000","2023-09-30T11:05:00.000","DEP","Department of Environmental Protection","Sewer","Catch Basin Clogged/Flooding (Use Comments) (SC)",,"11234","4602 AVENUE I","AVENUE I","E 46 ST","SCHENECTADY AVE",,,"ADDRESS","BROOKLYN",,,"Closed",,"The Department of Environmental Protection has investigated this complaint and found that debris was obstructing the catch basin.","2023-09-30T11:05:00.000","18 BROOKLYN","3077720040","BROOKLYN","1003173","168909","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.63027251765241","-73.93182640387","
,  
(40.63027251765241, -73.93182640387)"
"58955865","2023-09-29T16:11:00.000","2023-10-01T15:10:00.000","DEP","Department of Environmental Protection","Sewer","Catch Basin Clogged/Flooding (Use Comments) (SC)",,"11219",,,,,"13 AVENUE","62 STREET","INTERSECTION","BROOKLYN",,,"Closed",,"NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.","2023-10-01T15:10:00.000","10 BROOKLYN",,"BROOKLYN","984325","167965","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.62770164762666","-73.99972980910859","
,  
(40.62770164762666, -73.99972980910859)"
"58960684","2023-09-29T16:11:00.000","2023-09-30T12:50:00.000","DEP","Department of Environmental Protection","Sewer","Street Flooding (SJ)",,"11221","1342 GATES AVENUE","GATES AVENUE","CENTRAL AVE","WILSON AVE",,,"ADDRESS","BROOKLYN",,,"Closed",,"NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.","2023-09-30T12:50:00.000","04 BROOKLYN","3033420031","BROOKLYN","1007409","192554","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.695162719726035","-73.91648422495425","
,  
(40.695162719726035, -73.91648422495425)"
