"Unnamed: 0","annotation_id","annotator","choice","created_at","id","image","labels","lead_time","q1","q2","response_1","response_2","sentiment_1","sentiment_2","updated_at"
98568,20785,"1","Flooded road","2024-07-13T02:15:28.085697Z",128,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_7d8c31f99dc531bba301074d9c211264.jpg","",2.204,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the street, indicating significant flooding.","Yes, the street appears to be flooded, as evidenced by the water level reaching the base of the street signs and the presence of a yellow caution sign indicating a hazardous condition.",1,1,"2024-07-13T02:15:28.085718Z"
120771,21217,"1","Flooded road","2024-07-13T02:55:17.367757Z",129,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_eb00363dd934a7ae5cc36fdcd9e10285.jpg","",1.073,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the roadway, which is a significant hazard for vehicles and can lead to dangerous driving conditions.","Yes, the street in the image is flooded, as evidenced by the water covering the road surface and the vehicles' tires being submerged.",1,1,"2024-07-13T02:55:17.367777Z"
141317,20373,"1","Drivable road","2024-07-13T01:09:10.915313Z",130,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_98f8eab20d872058fd45a227ae663c0b.jpg","",1.456,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The water on the road is likely due to recent rainfall, and there are no signs of standing water that would indicate flooding.",0,0,"2024-07-13T01:09:10.915338Z"
115467,20618,"1","Drivable road","2024-07-13T01:19:58.169315Z",131,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_ea67bb7ec2aa2799b52596b6753369ef.jpg","",1.184,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, which is a significant hazard for vehicles and can lead to dangerous driving conditions.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the reflections of lights on the wet surface.",1,1,"2024-07-13T01:19:58.169334Z"
104658,20880,"1","Drivable road","2024-07-13T02:23:21.829728Z",132,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_dd84b408cd20738baf5b2be0fbddbbd0.jpg","",10.901,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road surface and the reflections visible on the wet pavement.",1,1,"2024-07-13T02:23:21.829749Z"
47517,20537,"1","Flooded road","2024-07-13T01:16:10.284110Z",133,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_8c259cc3cd1421a9ce7291b7484d43d5.jpg","",2.16,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water covering the street, which is evident from the submerged vehicles and the depth of the water reaching the wheels of the cars.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the reflections on the surface.",1,1,"2024-07-13T01:16:10.284131Z"
101843,21124,"1","Drivable road","2024-07-13T02:48:25.954660Z",134,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_3150b8c9a7b762eb574abe704b0d08b3.jpg","",1.168,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The water on the road is likely due to the rain, and there are no signs of standing water that would indicate flooding.",0,0,"2024-07-13T02:48:25.954681Z"
69885,20806,"1","Drivable road","2024-07-13T02:16:08.490620Z",135,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_e227d1fe5d55a1ee9df4518cf9d05e9b.jpg","",1.261,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The road surface is visible and there are no signs of water accumulation on the road itself.",0,0,"2024-07-13T02:16:08.490640Z"
28045,20690,"1","Drivable road","2024-07-13T01:23:53.525832Z",136,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_076d92c3815d9608fc80e0476f00df2b.jpg","",80.189,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","The street in the image does not appear to be flooded. The water on the road is likely due to recent rainfall, and there are no visible signs of standing water that would indicate flooding.",0,0,"2024-07-13T01:23:53.525852Z"
37277,20974,"1","Drivable road","2024-07-13T02:34:19.660373Z",137,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_99d630680177423551f1a7475d1554d6.jpg","",35.594,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The road surface is dry, and there are no visible signs of water accumulation on the road or the surrounding areas.",0,0,"2024-07-13T02:34:19.660394Z"
89149,20699,"1","Flooded road","2024-07-13T01:24:10.326530Z",138,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_764e51889c1e2df5375f13fe0aa0bb23.jpg","",1.098,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the presence of a yellow taxi navigating through the water.",1,1,"2024-07-13T01:24:10.326553Z"
62730,21079,"1","Drivable road","2024-07-13T02:44:08.255577Z",139,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_d7f26e967fd0b8814f8e7fd2409e22d6.jpg","",0.967,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","Yes, the street in the image appears to be flooded, as evidenced by the water level reaching the tires of the cars and the presence of water on the road surface.",0,1,"2024-07-13T02:44:08.255601Z"
69982,20883,"1","Drivable road","2024-07-13T02:23:26.786697Z",140,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_78e85617e39058762bc1179c3d877cb2.jpg","",1.074,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the roadway, indicating significant flooding.","Yes, the street is flooded, as evidenced by the water covering the road and the presence of a barrier to prevent vehicles from entering the flooded area.",1,1,"2024-07-13T02:23:26.786717Z"
4781,20924,"1","Flooded road","2024-07-13T02:26:19.344019Z",141,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_b970b6017f53f1e4f6dcb8a50b956e9d.jpg","",1.188,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the street, indicating significant flooding.","Yes, the street is flooded, as evidenced by the water covering the road and the presence of orange traffic cones and barriers, indicating a response to the flooding.",1,1,"2024-07-13T02:26:19.344038Z"
89575,20788,"1","Drivable road","2024-07-13T02:15:32.513293Z",142,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_1bc005fc257665024d4043fd1501407d.jpg","",1.073,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The water on the road is likely due to recent rainfall, as evidenced by the wet surfaces and the presence of raindrops on the windshield.",0,0,"2024-07-13T02:15:32.513312Z"
147123,21088,"1","Drivable road","2024-07-13T02:45:07.111410Z",143,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_49548c1e96cc893841ecc77ad88e97c9.jpg","",1.372,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, which is a significant hazard for drivers and can lead to dangerous driving conditions.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the visible waterline on the side of the road.",1,1,"2024-07-13T02:45:07.111429Z"
3071,21198,"1","Flooded road","2024-07-13T02:54:39.064499Z",144,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_3e9e43f4b9f13bbaf6b40978aa6c4fc3.jpg","",283.455,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The water on the road is likely due to recent rainfall, and there are no signs of standing water that would indicate flooding.",0,0,"2024-07-13T17:45:52.559036Z"
123987,21203,"1","Drivable road","2024-07-13T02:54:48.521694Z",145,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_6dc2163a17b4db796bff95feb4122c27.jpg","",0.952,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The road surface is visible and there are no signs of water accumulation on the streets or sidewalks.",0,0,"2024-07-13T02:54:48.521714Z"
97250,20453,"1","Flooded road","2024-07-13T01:13:14.428828Z",146,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_dce1a4151b33aca10bf2876edc0faf60.jpg","",1.008,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, indicating a significant flooding event.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the visible waterline on the side of the road.",1,1,"2024-07-13T01:13:14.428847Z"
1540,20341,"1","Drivable road","2024-07-13T01:06:57.412082Z",147,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_601602b251cf26e2134d15f310cbf40d.jpg","",1.921,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the depth of the water reaching the wheels of the vehicles and the significant splashes around them.","Yes, the street in the image is flooded, as evidenced by the water covering the road surface and the presence of traffic cones and barriers, which are typically used to manage traffic in such conditions.",1,1,"2024-07-13T01:06:57.412103Z"
68736,20477,"1","Flooded road","2024-07-13T01:14:19.023561Z",148,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_2b33a25dce659c511e5bd0b96051ab59.jpg","",12.079,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the submerged traffic cones and the depth of water visible around the construction machinery.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the presence of traffic cones and construction equipment, indicating ongoing efforts to manage the flood.",1,1,"2024-07-13T01:14:19.023582Z"
115365,20666,"1","Drivable road","2024-07-13T01:21:30.424781Z",149,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_c4691e1b147a8978ac61515faeb7976b.jpg","",2.212,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","Yes, the street appears to be flooded, as evidenced by the water level reaching the wheels of the car in the foreground.",0,1,"2024-07-13T01:21:30.424802Z"
106696,21176,"1","Flooded road","2024-07-13T02:51:22.241208Z",150,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_601ef1f6a6793e9d49955e9ec3635d94.jpg","",1.049,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the depth of the water reaching the wheels of the cars and the fact that the water level is higher than the road's surface.","Yes, the street is flooded, as evidenced by the water covering the road and the vehicles navigating through it.",1,1,"2024-07-13T02:51:22.241228Z"
134253,20774,"1","Drivable road","2024-07-13T02:15:08.051746Z",151,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_cc633d6792c632eb72bfc1ec81542a06.jpg","",0.838,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image is not flooded. The water on the road appears to be a result of recent rainfall, and there are no signs of standing water that would indicate flooding.",0,0,"2024-07-13T02:15:08.051768Z"
98261,21137,"1","Drivable road","2024-07-13T02:49:07.160912Z",152,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_4ff683258b14b03ea5363012c6951a06.jpg","",3.788,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The water droplets on the window suggest recent rain, but the road surface is visible and dry.",0,0,"2024-07-13T02:49:07.160933Z"
105152,20939,"1","Flooded road","2024-07-13T02:26:46.405811Z",153,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_121c1c52029991c9d819ea6862db91b0.jpg","",1.158,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the vehicles driving through it.",1,1,"2024-07-13T02:26:46.405831Z"
128466,21238,"1","Drivable road","2024-07-13T02:56:17.386597Z",154,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_217610c5a3a72d4101f23f8b6447e1a8.jpg","",1.564,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the depth of the water reaching the wheels of the vehicles and the significant splashes around them.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the presence of traffic cones and barriers indicating a hazardous driving condition.",1,1,"2024-07-13T02:56:17.386617Z"
151863,20408,"1","Flooded road","2024-07-13T01:11:19.152935Z",155,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_d005f7692fffc85d9ec4b7d342f4f48c.jpg","",1.008,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the depth of the water reaching the wheels of the vehicles and the fact that the water level is higher than the wheels of the car in the foreground.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the presence of traffic cones indicating a hazardous condition.",1,1,"2024-07-13T01:11:19.152955Z"
49749,21189,"1","Drivable road","2024-07-13T02:52:27.925641Z",156,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_213376f28503c8af48f65dc4876d4192.jpg","",1.494,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the streets, which is evident from the submerged traffic cones and the reflections on the road surface.","Yes, the street appears to be flooded, as evidenced by the water covering the road and the presence of traffic cones and barriers, indicating a response to the flooding.",1,1,"2024-07-13T02:52:27.925663Z"
20606,20796,"1","Drivable road","2024-07-13T02:15:45.392729Z",157,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_7f718a2b175720ea1f7935869bdb3d8f.jpg","",1.043,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The road surface is dry, and there are no visible signs of water accumulation on the pavement.",0,0,"2024-07-13T02:15:45.392750Z"
145306,20294,"1","Drivable road","2024-07-13T01:03:59.876435Z",158,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_8914b3b2894a77ed01ee8f7be8667eed.jpg","",1.493,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water. The visible water on the street appears to be minimal, likely caused by recent rainfall.","The street in the image does not appear to be flooded. The water on the road is likely due to recent rainfall, and there are no signs of standing water that would indicate flooding.",0,0,"2024-07-13T01:03:59.876455Z"
131486,20979,"1","Drivable road","2024-07-13T02:34:44.116795Z",159,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_7b359d0bfc621f6c8be9800a126ae836.jpg","",1.041,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, which is a significant hazard for vehicles and can lead to dangerous driving conditions.","Yes, the street in the image is flooded, as evidenced by the water covering the road surface and the presence of vehicles with their headlights on, indicating reduced visibility.",1,1,"2024-07-13T02:34:44.116814Z"
5213,20455,"1","Drivable road","2024-07-13T01:13:18.693026Z",160,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_4a95add0acc9268d8d11bb29d20474e4.jpg","",1.38,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the depth of the water reaching the wheels of the vehicles and the reflections on the wet surface.","Yes, the street appears to be flooded, as evidenced by the water covering the road and the presence of a barrier to redirect traffic.",1,1,"2024-07-13T01:13:18.693046Z"
72686,20677,"1","Flooded road","2024-07-13T01:21:51.282728Z",161,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_d99201160c27617ee3bf70b668cfefaa.jpg","",1.314,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water, which is evident from the submerged vehicles and the depth of the water on the road.","Yes, the street is flooded, as evidenced by the water covering the road and the vehicles driving through it.",1,1,"2024-07-13T01:21:51.282749Z"
13952,20635,"1","Drivable road","2024-07-13T01:20:34.386386Z",162,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_9622c53aa08c73880132b2b9c14a4e00.jpg","",0.963,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The road surface is visible and dry, with no signs of water accumulation or puddles that would indicate flooding.",0,0,"2024-07-13T01:20:34.386406Z"
83103,20969,"1","Drivable road","2024-07-13T02:32:40.271053Z",163,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_c9ea31a3695e65da787eac5785019149.jpg","",0.94,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The road surface is dry, and there are no visible signs of water accumulation on the streets or sidewalks.",0,0,"2024-07-13T02:32:40.271074Z"
46964,20419,"1","Drivable road","2024-07-13T01:11:56.413190Z",164,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_872a2f607b1efdac428b44a3cff0375f.jpg","",5.428,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, which is a significant hazard for vehicles and can lead to dangerous driving conditions.","Yes, the street appears to be flooded, as evidenced by the water covering the road and the presence of traffic cones and barriers, which are typically used to redirect traffic away from flooded areas.",1,1,"2024-07-13T01:11:56.413210Z"
109496,20389,"1","Drivable road","2024-07-13T01:09:50.898933Z",165,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_40faddadd9daae9c7544c517f2ae7fa0.jpg","",1.209,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street is not flooded. The water droplets on the camera lens suggest recent rain, but the road surface appears dry and there are no signs of water accumulation on the pavement.",0,0,"2024-07-13T01:09:50.898957Z"
59854,20720,"1","Drivable road","2024-07-13T02:11:57.691458Z",166,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_d3d29ab4da79aeff6dd8d2c5f1b5f736.jpg","",0.849,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The water on the road is likely due to recent rainfall, as evidenced by the wet surfaces and the reflections of lights on the pavement.",0,0,"2024-07-13T02:11:57.691480Z"
52775,21171,"1","Flooded road","2024-07-13T02:51:13.587663Z",167,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_48ea372d46daa2b05d392d883b377289.jpg","",4.092,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the roadway, which is a significant hazard for vehicles and can lead to dangerous driving conditions.","Yes, the street appears to be flooded, as evidenced by the water covering the road surface and the reflections of the vehicles' lights on the wet pavement.",1,1,"2024-07-13T02:51:13.587684Z"
67284,21023,"1","Drivable road","2024-07-13T02:40:13.830165Z",168,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_e8cd6b128b6ed375dd83ea1d4f868f69.jpg","",0.923,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The road surface is visible and dry, with no signs of water accumulation.",0,0,"2024-07-13T02:40:13.830184Z"
16984,20289,"1","Drivable road","2024-07-13T01:03:50.191268Z",169,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_8a39a60df6dd77618332fbc306f1e901.jpg","",1.08,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The road surface is visible and dry, and there are no signs of water accumulation on the pavement or the sides of the road.",0,0,"2024-07-13T01:03:50.191290Z"
72707,20470,"1","Drivable road","2024-07-13T01:13:49.196275Z",170,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_4786ff4e80202128ff2b98c343eaa13f.jpg","",0.878,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The road surface is visible and dry, and there are no signs of water accumulation on the streets or sidewalks.",0,0,"2024-07-13T01:13:49.196295Z"
3735,20319,"1","Flooded road","2024-07-13T01:05:51.246225Z",171,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_fd91667a7686c8473ad191400481f838.jpg","",1.183,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the depth of the water reaching the wheels of the vehicles.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the vehicles' tires being submerged.",1,1,"2024-07-13T01:05:51.246246Z"
141095,20355,"1","Drivable road","2024-07-13T01:07:30.985185Z",172,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_cd164254482a9d3028a59f9f66a40c79.jpg","",0.934,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The road surface is visible and dry, with no signs of water accumulation that would indicate flooding.",0,0,"2024-07-13T01:07:30.985207Z"
77861,20730,"1","Drivable road","2024-07-13T02:12:19.773677Z",173,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_97809109b1645f35a0d7eb66a763aa73.jpg","",0.84,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image is not flooded. The water on the road appears to be a result of recent rainfall, as evidenced by the wet surfaces and the reflections of the vehicles and buildings. There is no indication of standing water that would suggest flooding.",0,0,"2024-07-13T02:12:19.773697Z"
77629,20957,"1","Drivable road","2024-07-13T02:31:44.456621Z",174,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_196c68af251202f6808d2f9a92832441.jpg","",9.842,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image is not flooded. The water on the road appears to be from recent rainfall, and there are no signs of standing water that would indicate flooding.",0,0,"2024-07-13T02:31:44.456640Z"
131887,20683,"1","Drivable road","2024-07-13T01:22:02.076379Z",175,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_29478f560274acf3876b630f936efbb8.jpg","",1.165,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image is not flooded. The road appears to be wet, likely from recent rain, but there is no visible water accumulation that would indicate flooding.",0,0,"2024-07-13T01:22:02.076401Z"
117434,20617,"1","Drivable road","2024-07-13T01:19:56.583644Z",176,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_379403749e205675366b13a832950d08.jpg","",1.009,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the street, indicating significant flooding.","Yes, the street appears to be flooded, as evidenced by the water covering the road and the presence of barriers and debris, indicating recent heavy rainfall or a nearby water source overflow.",1,1,"2024-07-13T01:19:56.583665Z"
78935,20776,"1","Flooded road","2024-07-13T02:15:10.740368Z",177,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_6f0965e101e75d63ee2392c8d2373583.jpg","",0.908,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water covering the road, indicating significant flooding.","Yes, the street in the image is flooded, with water covering the road and surrounding areas.",1,1,"2024-07-13T02:15:10.740389Z"
68000,20293,"1","Flooded road","2024-07-13T01:03:58.031852Z",178,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_fefcf1ae249820b17ea9c1e7687fef89.jpg","",1.032,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the depth of the water reaching the wheels of the vehicles.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the vehicles' tires being submerged.",1,1,"2024-07-13T01:03:58.031873Z"
106276,20350,"1","Flooded road","2024-07-13T01:07:20.907321Z",179,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_1d7ad15340aaf0fbaf7422bce369b6cf.jpg","",1.164,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, with water covering the road and vehicles partially submerged.",1,1,"2024-07-13T01:07:20.907342Z"
3165,20462,"1","Drivable road","2024-07-13T01:13:31.611195Z",180,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_f1c1f5c0ff118e1fd43329d9c07d80f6.jpg","",1.043,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The road surface is visible and there are no signs of water accumulation that would indicate flooding.",0,0,"2024-07-13T01:13:31.611216Z"
31329,20604,"1","Flooded road","2024-07-13T01:19:02.919456Z",181,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_921dfd7dc1aef338fd9ccf2330b4fadc.jpg","",1.795,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street appears to be flooded, as evidenced by the water level reaching the wheels of the cars and the presence of a warning sign indicating a flood hazard.",1,1,"2024-07-13T01:19:02.919476Z"
28517,20475,"1","Flooded road","2024-07-13T01:14:04.033120Z",182,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_0031a4713d6ed1063d8967c61df341fe.jpg","",0.93,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the reflections on the surface.",1,1,"2024-07-13T01:14:04.033141Z"
