"annotation_id","annotator","choice","created_at","id","image","labels","lead_time","q1","q2","response_1","response_2","sentiment_1","sentiment_2","updated_at"
21911,"1","Drivable road","2024-07-13T03:36:38.614457Z",270,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_383720a04d9950a9328a770f18868ff3.jpg","",0.767,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","Yes, the street in the image appears to be flooded, as evidenced by the water covering the road surface and the presence of vehicles with their headlights on, which is common in low visibility conditions due to rain or fog.",0,1,"2024-07-13T03:36:38.614480Z"
22555,"1","Flooded road","2024-07-13T04:00:12.668478Z",271,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_147875d887644ca711914231f8fbef37.jpg","",2.483,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the street, indicating significant flooding.","Yes, the street is flooded, as evidenced by the water covering the road and the reflections on the surface.",1,1,"2024-07-13T04:00:12.668499Z"
21935,"1","Drivable road","2024-07-13T03:37:21.878746Z",272,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_eae900061c0a303671f37d7499dbc954.jpg","",0.8,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image is not flooded. The road appears to be dry, and there are no visible signs of water accumulation on the pavement.",0,0,"2024-07-13T03:37:21.878766Z"
22516,"1","Drivable road","2024-07-13T03:58:45.818305Z",273,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_e325ee2bdfb26215e49e02a7809b04d8.jpg","",0.792,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in this image is not flooded. The road appears to be dry, and there are no visible signs of water accumulation on the pavement.",0,0,"2024-07-13T03:58:45.818324Z"
22387,"1","Drivable road","2024-07-13T03:53:57.508335Z",274,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_35e1e9fdd77e42292ce69d905cc6a153.jpg","",0.809,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The road surface is visible and dry, with no signs of water accumulation that would indicate flooding.",0,0,"2024-07-13T03:53:57.508355Z"
21832,"1","Drivable road","2024-07-13T03:34:20.449244Z",275,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_fba08a70d47dfdce6822111993037a24.jpg","",1.816,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, which is causing significant traffic disruptions.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the vehicles' tires being submerged.",1,1,"2024-07-13T03:34:20.449265Z"
21437,"1","Flooded road","2024-07-13T03:17:58.811879Z",276,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_27da8635571fa105b1ab8edf01df8fe2.jpg","",2.807,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the presence of traffic cones and barriers, indicating that the area is not passable.",1,1,"2024-07-13T03:17:58.811900Z"
22386,"1","Drivable road","2024-07-13T03:53:55.990689Z",277,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_4e98e7faa0f9dee4fa68634c980ea9a6.jpg","",8.324,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The road surface is visible and there are no signs of water accumulation on the pavement.",0,0,"2024-07-13T03:53:55.990710Z"
21844,"1","Flooded road","2024-07-13T03:34:41.961630Z",278,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_86f31c313b4447160013c14a225f9604.jpg","",5.129,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water covering the road, which is evident from the submerged vehicles and the depth of the water reaching the wheels of the cars.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the vehicles' headlights reflecting off the wet surface.",1,1,"2024-07-13T03:34:41.961650Z"
21314,"1","Drivable road","2024-07-13T03:09:06.550384Z",279,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_b69a0d305bb003d74fe8ff49673a3206.jpg","",1.021,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image is not flooded. The water on the road appears to be from recent rainfall, and there are no signs of standing water that would indicate flooding.",0,0,"2024-07-13T03:09:06.550404Z"
22096,"1","Flooded road","2024-07-13T03:42:25.826021Z",280,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_e140758d5f34bf0a3a23db1580dfb50c.jpg","",0.826,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water covering the ground, which is evident from the submerged vehicles and the depth of the water reaching the wheels of the cars.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the presence of traffic cones and barriers, indicating that the area is closed to vehicles.",1,1,"2024-07-13T03:42:25.826042Z"
21285,"1","Drivable road","2024-07-13T03:07:33.652221Z",281,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_a8e406ba331cbc34786c6c56fc82826c.jpg","",4.205,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the visible puddles.",1,1,"2024-07-13T03:07:33.652242Z"
21293,"1","Flooded road","2024-07-13T03:07:44.958235Z",282,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_9d225b4d69fada1396661a11c9d157cd.jpg","",1.191,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the vehicles parked on the side.",1,1,"2024-07-13T03:07:44.958256Z"
22494,"1","Flooded road","2024-07-13T03:57:47.256077Z",283,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_3f145b27692009fbd402593cd10c365e.jpg","",0.906,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, indicating a significant flooding event.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the visible waterline on the side of the road.",1,1,"2024-07-13T03:57:47.256098Z"
21725,"1","Drivable road","2024-07-13T03:29:52.040941Z",284,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_86d580ec564d8dd911b2da703a8d866f.jpg","",0.902,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","The street in the image does not appear to be flooded. The water on the road is likely due to recent rainfall, as evidenced by the wet surfaces and the presence of raindrops on the camera lens. The water level is consistent with typical puddles that form after a rain shower, and there are no signs of water overflowing onto the sidewalks or entering the buildings, which would indicate flooding.",0,0,"2024-07-13T03:29:52.040960Z"
21515,"1","Drivable road","2024-07-13T03:20:19.848473Z",285,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_27aa450fffe0d04af9a7e1dcade19c69.jpg","",1.083,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image is not flooded. The water droplets on the windshield suggest recent rain, but the road surface appears dry and there are no signs of water accumulation on the streets.",0,0,"2024-07-13T03:20:19.848494Z"
21774,"1","Flooded road","2024-07-13T03:31:54.991962Z",286,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_b3fb44dfd17e817a751ef6a576d19f85.jpg","",0.894,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the roadway, which is evident from the depth of the water reaching the wheels of the vehicles and the reflections on the wet surface.","Yes, the street in the image is flooded, as evidenced by the water covering the road surface and the vehicles driving through it.",1,1,"2024-07-13T03:31:54.991984Z"
22536,"1","Drivable road","2024-07-13T03:59:34.959168Z",287,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_74ddeca5b195c5f9da001e0555bc9e57.jpg","",0.775,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","Yes, the street appears to be flooded, as evidenced by the water covering the road and the reflections on the surface.",0,1,"2024-07-13T03:59:34.959188Z"
22094,"1","Drivable road","2024-07-13T03:42:22.683683Z",288,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_7a66cfd10556e3e5cddf8b1716bb8198.jpg","",1.836,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the depth of the water reaching the wheels of the vehicles and the reflection of the trees on the water's surface.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the reflections on the surface.",1,1,"2024-07-13T03:42:22.683704Z"
22393,"1","Drivable road","2024-07-13T03:54:07.944860Z",289,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_b5293e1bcf3e295332a4bc2b34980fe3.jpg","",0.937,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the street, which is evident from the depth of the water reaching the wheels of the vehicles and the reflections on the wet pavement.","Yes, the street appears to be flooded, as evidenced by the water covering the road and the reflections on the surface.",1,1,"2024-07-13T03:54:07.944880Z"
22563,"1","Flooded road","2024-07-13T04:00:28.570065Z",290,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_e068ed177aaa73d10b02ad904f2a6db7.jpg","",0.939,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water covering the road, indicating significant flooding.","Yes, the street is flooded, as evidenced by the water covering the road and the visible depth of the water around the wheels of the car.",1,1,"2024-07-13T04:00:28.570085Z"
22448,"1","Flooded road","2024-07-13T03:56:04.167480Z",291,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_fe6bb9e9476907bac5bd38ec9aabbbb4.jpg","",0.776,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the street, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the presence of a truck with a pump, indicating an ongoing response to the flooding.",1,1,"2024-07-13T03:56:04.167500Z"
21535,"1","Drivable road","2024-07-13T03:21:12.512742Z",292,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_495a5f95c1f119806ed6d539baa64e76.jpg","",0.931,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The road surface is visible and there are no signs of water accumulation that would indicate flooding.",0,0,"2024-07-13T03:21:12.512761Z"
22282,"1","Drivable road","2024-07-13T03:49:54.695447Z",293,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_cf7780a626d8693b5b8b687f3e5aec65.jpg","",0.822,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the roadway, indicating significant flooding.","Yes, the street in the image appears to be flooded, as evidenced by the water covering the road and the presence of traffic cones indicating a closed-off area.",1,1,"2024-07-13T03:49:54.695468Z"
22491,"1","Drivable road","2024-07-13T03:57:42.134753Z",294,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_ce8ddefc342849459cbe31e3d3665814.jpg","",0.782,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the street, which is evident from the depth of the water reaching the wheels of the vehicles and the reflections on the wet pavement.","Yes, the street in the image appears to be flooded, likely due to heavy rainfall or a nearby water source overflowing. The presence of water on the road and the wet surfaces suggest that the area has experienced recent rainfall or a similar event.",1,1,"2024-07-13T03:57:42.134773Z"
22034,"1","Flooded road","2024-07-13T03:40:26.277256Z",295,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_ee35a1645c8a93b089dab42237d94ddf.jpg","",0.922,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the vehicles' tires being partially submerged.",1,1,"2024-07-13T03:40:26.277276Z"
21352,"1","Flooded road","2024-07-13T03:14:44.287222Z",296,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_c574ddf6d6bd47dea7fb69ee368078c0.jpg","",1.694,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the depth of the water reaching the wheels of the vehicles and the submerged road signs.","Yes, the street appears to be flooded, as evidenced by the water covering the road and the presence of a person in a high-visibility vest, likely indicating a response to the flooding.",1,1,"2024-07-13T03:14:44.287244Z"
21266,"1","Flooded road","2024-07-13T03:06:44.026929Z",297,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_6c28b42cee1da2dbba16831be5fe2564.jpg","",1.173,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water covering the road, which is evident from the submerged vehicles and the depth of the water reaching the wheels of the cars.","Yes, the street in the image is flooded, with water covering the road and vehicles navigating through it.",1,1,"2024-07-13T03:06:44.026950Z"
22229,"1","Flooded road","2024-07-13T03:47:27.203101Z",298,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_007d03f87b13d895fc59fa762b3aaafe.jpg","",0.954,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the vehicles' tires being submerged.",1,1,"2024-07-13T03:47:27.203121Z"
21580,"1","Flooded road","2024-07-13T03:22:38.077090Z",299,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_61be4e8793a2bf7f2f4be56fe151fb37.jpg","",0.891,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the submerged vehicles and the depth of the water reaching the wheels of the cars.","Yes, the street is flooded.",1,1,"2024-07-13T03:22:38.077111Z"
21441,"1","Drivable road","2024-07-13T03:18:06.011725Z",300,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_ffa9e018b0da018993cacea4036d9ada.jpg","",1.915,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The road surface is dry, and there are no visible signs of water accumulation on the pavement.",0,0,"2024-07-13T03:18:06.011745Z"
22626,"1","Drivable road","2024-07-13T04:03:13.093063Z",301,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_6e03466dfe3efb1393c49e44e635237a.jpg","",9.907,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the depth of the water reaching the wheels of the vehicles.","Yes, the street appears to be flooded, as evidenced by the water covering the road surface and the reflections on the wet pavement.",1,1,"2024-07-13T04:03:13.093084Z"
22243,"1","Drivable road","2024-07-13T03:47:57.908741Z",302,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_6bcc2d7ee697f372ce2a9fccfd4926ea.jpg","",1.04,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, which is a significant hazard for drivers and can lead to dangerous driving conditions.","Yes, the street in the image is flooded, likely due to heavy rainfall. The water level is high enough to cover the road surface, and vehicles are seen navigating through the flooded area, which indicates that the water is not just a minor puddle but a significant flooding event.",1,1,"2024-07-13T03:47:57.908762Z"
21356,"1","Flooded road","2024-07-13T03:15:04.417268Z",303,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_47ce70387ec98c8a5c6006e8dce93fc2.jpg","",9.377,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the depth of the water reaching the wheels of the vehicles.","Yes, the street appears to be flooded, as evidenced by the water covering the road and the presence of a traffic cone, which is typically used to warn drivers of hazardous conditions.",1,1,"2024-07-13T03:15:04.417287Z"
21989,"1","Drivable road","2024-07-13T03:39:10.735779Z",304,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_841e4e3de67cd881e16b497ae333b993.jpg","",0.79,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image is not flooded. The road appears dry, and there are no signs of water accumulation on the pavement.",0,0,"2024-07-13T03:39:10.735799Z"
21288,"1","Drivable road","2024-07-13T03:07:37.752633Z",305,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_64ec513be8736c163144c67da18e9bf9.jpg","",0.879,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The road surface is dry, and there are no visible signs of water accumulation on the road or the surrounding areas.",0,0,"2024-07-13T03:07:37.752653Z"
22632,"1","Flooded road","2024-07-13T04:03:24.470488Z",306,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_720ea7e5a64a8d49c3884eb23caeb348.jpg","",0.874,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water in the parking lot, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the vehicles partially submerged.",1,1,"2024-07-13T04:03:24.470510Z"
21645,"1","Drivable road","2024-07-13T03:26:55.020762Z",307,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_188575ec8ed4a11adb540e4d91693583.jpg","",1.296,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the streets, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the presence of traffic cones and barriers, indicating that the area is likely closed to vehicular traffic.",1,1,"2024-07-13T03:26:55.020782Z"
22280,"1","Drivable road","2024-07-13T03:49:51.677001Z",308,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_b2ca07c0afd9c584b07e57f539aff628.jpg","",1.07,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image is not flooded. The water on the road appears to be a result of recent rainfall, and there are no signs of standing water that would indicate flooding.",0,0,"2024-07-13T03:49:51.677022Z"
22316,"1","Flooded road","2024-07-13T03:51:00.344028Z",309,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_4f8c2e0dffae382cec8a92fb9cf94d1a.jpg","",0.832,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water covering the street, which is indicative of a significant flooding event.","Yes, the street in the image is flooded, with water covering the road and reaching the base of the vehicles.",1,1,"2024-07-13T03:51:00.344049Z"
22554,"1","Flooded road","2024-07-13T04:00:09.393776Z",310,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_b227712710c3c282718d3ec7b53e1acc.jpg","",1.376,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water, which is evident from the submerged vehicles and the depth of the water on the road.","Yes, the street in the image appears to be flooded, as evidenced by the water covering the road and the reflections on the surface.",1,1,"2024-07-13T04:00:09.393796Z"
21471,"1","Flooded road","2024-07-13T03:19:04.964238Z",311,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_55ca1d9f5a3e7563e08e1f1966bb1c5e.jpg","",1.082,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, with water covering the road and reaching the base of the vehicles.",1,1,"2024-07-13T03:19:04.964258Z"
22546,"1","Drivable road","2024-07-13T03:59:53.952586Z",312,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_9a882411493495482dad1ca077248a3f.jpg","",0.95,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the streets, which is evident from the submerged vehicles and the reflective surfaces of the water on the road.","Yes, the street appears to be flooded, as evidenced by the water covering the road and the reflections on the surface.",1,1,"2024-07-13T03:59:53.952606Z"
21446,"1","Drivable road","2024-07-13T03:18:13.540744Z",313,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_fc5e83fc240e03923560218d7e46587f.jpg","",1.254,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the street, which is evident from the submerged vehicles and the depth of the water reaching the pedestrian's legs.","Yes, the street appears to be flooded, as evidenced by the water covering the road and the presence of barriers and construction equipment, likely in response to the flooding.",1,1,"2024-07-13T03:18:13.540764Z"
21855,"1","Drivable road","2024-07-13T03:35:02.753246Z",314,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_a5cfee9b633b579940871d7f586f6bcc.jpg","",3.955,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","Yes, the street appears to be flooded, as evidenced by the water on the road and the reflections on the vehicles.",0,1,"2024-07-13T03:35:02.753268Z"
21280,"1","Drivable road","2024-07-13T03:07:19.274835Z",315,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_e22ad4a8501c38428997cb54e90ecc8a.jpg","",0.963,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street appears to be flooded, as evidenced by the water covering the road and the reflections on the surface.",1,1,"2024-07-13T03:07:19.274863Z"
22618,"1","Drivable road","2024-07-13T04:02:43.339222Z",316,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_d6ab723bbe85b71252a50849ae8eb99c.jpg","",1.544,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image shows significant standing water, likely more than a foot, covering the street and sidewalks, indicating a severe flooding event.","Yes, the street appears to be flooded, as evidenced by the water level reaching the wheels of the vehicles and the reflective sheen on the road surface.",1,1,"2024-07-13T04:02:43.339244Z"
21739,"1","Flooded road","2024-07-13T03:30:24.781098Z",317,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_cac5ceac6c9654e5510b72b252b74c55.jpg","",0.927,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the depth of the water reaching the wheels of the vehicles and the fact that the water level is higher than the wheels of the car in the foreground.","Yes, the street is flooded, as evidenced by the water covering the road and the vehicles' tires being submerged.",1,1,"2024-07-13T03:30:24.781118Z"
21584,"1","Drivable road","2024-07-13T03:22:44.427777Z",318,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_06d6cf59a045534de338ed15526c70e8.jpg","",0.934,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows a significant amount of standing water, likely more than a foot, covering the roadway and reflecting the structure above.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the presence of a 'No Entry' sign indicating a closed-off area.",1,1,"2024-07-13T03:22:44.427799Z"
21901,"1","Drivable road","2024-07-13T03:36:19.165159Z",319,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_961cba745f8b0cf0067e848293675491.jpg","",0.892,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","Yes, the street appears to be flooded, as evidenced by the water covering the road and the presence of traffic cones and barriers, which are typically used to manage floodwaters.",0,1,"2024-07-13T03:36:19.165180Z"
21436,"1","Flooded road","2024-07-13T03:17:55.609789Z",320,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_cce1df00be6954586316e2d2c00e2b0a.jpg","",2.573,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the depth of the water reaching the wheels of the vehicles and the fact that the water level is higher than the wheels of the cars.","Yes, the street is flooded, as evidenced by the water covering the road and the vehicles' tires being submerged.",1,1,"2024-07-13T03:17:55.609811Z"
21464,"1","Drivable road","2024-07-13T03:18:50.006038Z",321,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_450d94aea13cd126d1aae09029363e8d.jpg","",1.025,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the streets, which is evident from the submerged vehicles and the reflections on the road surface.","Yes, the street appears to be flooded, as evidenced by the water covering the road and the reflections on the surface.",1,1,"2024-07-13T03:18:50.006058Z"
21917,"1","Drivable road","2024-07-13T03:36:47.828129Z",322,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_eb480994838bb058a2e450522d0a7b05.jpg","",0.959,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image is not flooded. The road appears to be dry, and there are no visible signs of water accumulation on the pavement.",0,0,"2024-07-13T03:36:47.828152Z"
21628,"1","Drivable road","2024-07-13T03:26:24.104521Z",323,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_f7dfdc2d7aa26d4aa81785e4b7f0e577.jpg","",1.116,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the streets, which is evident from the submerged vehicles and the reflections on the road's surface.","Yes, the street appears to be flooded, as evidenced by the water covering the road and the reflections on the surface.",1,1,"2024-07-13T03:26:24.104541Z"
21899,"1","Flooded road","2024-07-13T03:36:15.792918Z",324,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_ec2189d27d8154c6476dc5d691261576.jpg","",0.879,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, which is causing significant disruption to traffic flow.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the vehicles' tires being submerged.",1,1,"2024-07-13T03:36:15.792939Z"
