"Unnamed: 0","annotation_id","annotator","choice","created_at","id","image","labels","lead_time","pred_label","pred_score","updated_at"
309,29918,"1","Flooded","2025-02-10T18:16:57.124408Z",93,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/d89c8de95f18a495eb2e7a3f73e409d4.jpg","",1.85,1,0.9365479946136476,"2025-02-10T18:16:57.124431Z"
343,29254,"1","Not Flooded","2025-02-08T04:12:42.638898Z",94,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/eef32c6a54f54198c3dcd1fba1e8b947.jpg","",1.457,1,0.9971663355827332,"2025-02-08T04:12:42.638919Z"
69,29154,"1","Not Flooded","2025-02-08T04:09:07.436062Z",95,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/2f876a93ec73c72e1eb8cbc05eb9f17f.jpg","",1.181,0,0.0002343663218198,"2025-02-08T04:09:07.436089Z"
362,29313,"1","Flooded","2025-02-09T16:39:10.862048Z",96,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/f6c0c6e1ad963cdf8f87e50566a4ce94.jpg","",2.511,1,0.9997856020927428,"2025-02-09T16:39:10.862068Z"
355,29264,"1","Flooded","2025-02-08T04:13:01.346094Z",97,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/f7ed7c8a22d9aa796ddce34420bfe970.jpg","",1.329,1,0.9731115698814392,"2025-02-08T04:13:01.346114Z"
358,29917,"1","Flooded","2025-02-10T18:16:54.805867Z",98,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/0925802d0a73eac9a6b166e1961cf16a.jpg","",2.246,1,0.9967003464698792,"2025-02-10T18:16:54.805888Z"
225,29090,"1","Flooded","2025-02-08T04:06:30.161001Z",99,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/36abf9f3ee49e25db1aab36e5ecd4932.jpg","",1.327,1,0.8961522579193115,"2025-02-08T04:06:30.161022Z"
360,29130,"1","Not Flooded","2025-02-08T04:08:24.675713Z",100,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/97e8a50ff90765141ae686ae91cfc7af.jpg","",1.173,1,0.9433677196502686,"2025-02-08T04:08:24.675733Z"
297,29929,"1","Not Flooded","2025-02-10T18:17:22.868120Z",101,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/830ee41be188e836078066742b4cf169.jpg","",1.033,1,0.974023163318634,"2025-02-10T18:17:22.868140Z"
380,29238,"1","Not Flooded","2025-02-08T04:12:10.910488Z",102,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/6029f2056ca742c73418f78e8a226450.jpg","",1.228,1,0.9926504492759703,"2025-02-08T04:12:10.910508Z"
354,29321,"1","Not Flooded","2025-02-09T16:39:37.445008Z",103,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/fd3b51afe59d715924198ee00a261009.jpg","",2.079,1,0.980995237827301,"2025-02-09T16:39:37.445029Z"
390,29335,"1","Not Flooded","2025-02-09T16:40:33.087922Z",104,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/cd3f4207265c2d19b24156407f0cce77.jpg","",2.265,1,0.9239760637283324,"2025-02-09T16:40:33.087943Z"
277,29370,"1","Flooded","2025-02-09T16:42:52.059217Z",105,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/6237a555d63003d6fabb5ce14feb9202.jpg","",1.538,1,0.9391474723815918,"2025-02-09T16:42:52.059237Z"
34,29233,"1","Not Flooded","2025-02-08T04:12:02.375749Z",106,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/bd92a1ab780b7a26140936aca52604d1.jpg","",1.45,0,0.0045745675452053,"2025-02-08T04:12:02.375769Z"
317,29388,"1","Flooded","2025-02-09T16:43:26.001579Z",107,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/fd2307dd2fa4eaecd7d625d1586545dc.jpg","",1.453,1,0.9949508905410768,"2025-02-09T16:43:26.001599Z"
307,29915,"1","Not Flooded","2025-02-10T18:16:50.600495Z",108,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/b10c00349d80644c63db05f0596e3114.jpg","",1.016,1,0.9137985110282898,"2025-02-10T18:16:50.600519Z"
137,29271,"1","Not Flooded","2025-02-08T04:13:14.935781Z",109,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/2735416e2a8d3f6626c99f0fe6e486c8.jpg","",1.227,0,1.5771087191751576e-07,"2025-02-08T04:13:14.935800Z"
76,29919,"1","Not Flooded","2025-02-10T18:16:58.713556Z",110,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/656ce37fbcc4b269591e3b3d282a5779.jpg","",1.125,0,6.139058677945286e-05,"2025-02-10T18:16:58.713575Z"
377,29141,"1","Not Flooded","2025-02-08T04:08:43.633224Z",111,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/16aabf4777f2afa0bfce5ba5f8694cf7.jpg","",1.089,1,0.9968738555908204,"2025-02-08T04:08:43.633252Z"
211,29404,"1","Not Flooded","2025-02-09T16:43:51.752061Z",112,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/b77c09f3d829a9f2057896fb2da11fcb.jpg","",1.058,1,0.9700163006782532,"2025-02-09T16:43:51.752081Z"
230,29375,"1","Flooded","2025-02-09T16:43:00.944614Z",113,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/1b9d726e73c06088e26d96bc650c0a86.jpg","",1.537,1,0.9558839201927184,"2025-02-09T16:43:00.944635Z"
126,29183,"1","Not Flooded","2025-02-08T04:10:11.328458Z",114,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/ca8887370ec3fe24e516d3c804955882.jpg","",1.757,0,1.018994862533873e-05,"2025-02-08T04:10:11.328478Z"
134,29255,"1","Not Flooded","2025-02-08T04:12:44.280430Z",115,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/2205613b0c799b4677ba67c8bb0e5e7b.jpg","",1.189,0,2.0630327526305337e-06,"2025-02-08T04:12:44.280451Z"
96,29369,"1","Not Flooded","2025-02-09T16:42:50.058725Z",116,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/d70ffc9b98b695964a138cccd4abf2ae.jpg","",0.975,0,0.0004504756943788,"2025-02-09T16:42:50.058744Z"
192,29150,"1","Not Flooded","2025-02-08T04:09:00.711440Z",117,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/b53ecc82f08053e822ce856d5676a586.jpg","",1.276,0,1.910413175210124e-06,"2025-02-08T04:09:00.711468Z"
197,29171,"1","Not Flooded","2025-02-08T04:09:43.117328Z",118,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/3ef49359afdcdf1e79c8962006f084c3.jpg","",1.34,0,0.0007069716230034,"2025-02-08T04:09:43.117348Z"
178,29281,"1","Not Flooded","2025-02-08T04:13:32.310755Z",119,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/a8d3a1812505b460b99364355a6024df.jpg","",1.436,0,0.000218757908442,"2025-02-08T04:13:32.310776Z"
368,29309,"1","Not Flooded","2025-02-09T16:38:34.292886Z",120,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/9500b76e39a1dac34c5bf84587bbef79.jpg","",2.341,1,0.9261775612831116,"2025-02-09T16:38:34.292907Z"
195,29248,"1","Not Flooded","2025-02-08T04:12:29.397224Z",121,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/ec2300594cb64406c8106efd924f647d.jpg","",1.223,0,0.0009504976333118,"2025-02-08T04:12:29.397244Z"
10,29257,"1","Not Flooded","2025-02-08T04:12:48.993260Z",122,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/99451f71ff49f38e1c273be63aba8e46.jpg","",1.102,0,5.405637892863525e-08,"2025-02-08T04:12:48.993280Z"
336,29904,"1","Flooded","2025-02-10T18:16:32.778674Z",123,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/e698011f0829e859e6a575c8e7395c4c.jpg","",1.477,1,0.9988969564437866,"2025-02-10T18:16:32.778698Z"
328,29927,"1","Not Flooded","2025-02-10T18:17:19.828843Z",124,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/f296a81f0f926bb4e287f33d9458a87d.jpg","",1.417,1,0.9197654724121094,"2025-02-10T18:17:19.828863Z"
80,29210,"1","Not Flooded","2025-02-08T04:11:17.798490Z",125,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/103feaccaec203f5d6ad8824d494c9e4.jpg","",1.068,0,5.8595946939021815e-06,"2025-02-08T04:11:17.798510Z"
321,29220,"1","Not Flooded","2025-02-08T04:11:36.894186Z",126,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/b7c4907bdf8b504ddeac9b4ad35b7a2e.jpg","",1.177,1,0.9845911264419556,"2025-02-08T04:11:36.894213Z"
314,29329,"1","Not Flooded","2025-02-09T16:40:15.250761Z",127,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/3db8ebaa39a019bd72a97062508159f3.jpg","",3.223,1,0.9252973794937134,"2025-02-09T16:40:15.250783Z"
371,29305,"1","Not Flooded","2025-02-09T16:38:13.112436Z",128,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/61b90965ed93c1944e0600baf9b2639f.jpg","",2.709,1,0.8851078748703003,"2025-02-09T16:38:13.112456Z"
391,29406,"1","Not Flooded","2025-02-09T16:43:54.738452Z",129,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/3a58ccf6ce3faff4210de028c50b80ea.jpg","",0.968,1,0.9552147388458252,"2025-02-09T16:43:54.738473Z"
320,29198,"1","Flooded","2025-02-08T04:10:42.018061Z",130,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/b754d16b7ba429e59a79f38cf0005b8c.jpg","",3.413,1,0.99811989068985,"2025-02-08T04:10:42.018088Z"
135,29316,"1","Not Flooded","2025-02-09T16:39:20.065803Z",131,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/0517f89cfbbddc0b88d288067c21c2f1.jpg","",2.306,0,0.0005620752344839,"2025-02-09T16:39:20.065823Z"
35,29949,"1","Not Flooded","2025-02-10T18:18:07.802168Z",132,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/7abab4f4aabaa7e2d386e027b037d78a.jpg","",0.891,0,0.0051179178990423,"2025-02-10T18:18:07.802187Z"
166,29344,"1","Not Flooded","2025-02-09T16:42:06.132402Z",133,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/2de07805c5c340c7f6ed91470bc85f0b.jpg","",1.09,0,0.0014664668124169,"2025-02-09T16:42:06.132422Z"
74,29925,"1","Not Flooded","2025-02-10T18:17:12.744172Z",134,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/5b4313424ab2b2b2ea510121a3e18ab0.jpg","",1.117,0,1.4306704542832447e-05,"2025-02-10T18:17:12.744194Z"
31,29192,"1","Not Flooded","2025-02-08T04:10:27.793548Z",135,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/02d9b2f0d08e9e0b89fc478c0aa31131.jpg","",1.361,0,2.015787504205946e-05,"2025-02-08T04:10:27.793575Z"
100,29358,"1","Not Flooded","2025-02-09T16:42:31.658669Z",136,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/521e40e1f52e237d4b678f49e7269804.jpg","",1.59,0,6.405498425010592e-06,"2025-02-09T16:42:31.658689Z"
122,29288,"1","Not Flooded","2025-02-09T16:37:12.120994Z",137,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/3917e091e0d736ec7c84dfe8e905f627.jpg","",2.318,0,0.0010638355743139,"2025-02-09T16:37:12.121014Z"
270,29178,"1","Not Flooded","2025-02-08T04:10:01.493719Z",138,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/286648736dd943e8438643dafa607775.jpg","",2.523,1,0.9752378463745116,"2025-02-08T04:10:01.493739Z"
53,29326,"1","Not Flooded","2025-02-09T16:40:05.149721Z",139,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/ac900b6561efb526ecde9627ca016235.jpg","",3.393,0,1.2637993904718314e-06,"2025-02-09T16:40:05.149741Z"
82,29230,"1","Not Flooded","2025-02-08T04:11:56.017850Z",140,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/b153fc115a5b6d2f8913780e8c0d9347.jpg","",1.544,0,0.0001138215593528,"2025-02-08T04:11:56.017870Z"
115,29115,"1","Flooded","2025-02-08T04:07:44.949680Z",141,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/71aa44011c45b72eae468b6b62c9140b.jpg","",3.865,0,0.0001420271582901,"2025-02-08T04:07:44.949700Z"
231,29161,"1","Not Flooded","2025-02-08T04:09:23.754825Z",142,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/c27e89d9ac53bfec43cba1df1d45e901.jpg","",1.16,1,0.920498251914978,"2025-02-08T04:09:23.754845Z"
274,29184,"1","Not Flooded","2025-02-08T04:10:13.234047Z",143,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/0ba563e675f6e6108c8893d667418dca.jpg","",1.454,1,0.8834431171417236,"2025-02-08T04:10:13.234067Z"
329,29201,"1","Flooded","2025-02-08T04:10:48.503272Z",144,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/4fefd6bafa09c9891b342f23dcba191d.jpg","",1.122,1,0.999942660331726,"2025-02-08T04:10:48.503292Z"
29,29958,"1","Not Flooded","2025-02-10T18:18:23.420011Z",145,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/d6bbcd8f121452577e9a6fa0b39cf9c5.jpg","",1.138,0,8.5164056145004e-06,"2025-02-10T18:18:23.420032Z"
345,29133,"1","Not Flooded","2025-02-08T04:08:29.741378Z",146,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/eeb4b1de64a4686c783f0d8b765e1697.jpg","",1.08,1,0.966394543647766,"2025-02-08T04:08:29.741404Z"
143,29151,"1","Not Flooded","2025-02-08T04:09:02.535534Z",147,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/10c1af953bce50d8bcbaecf327475a43.jpg","",1.266,0,0.0002906420268118,"2025-02-08T04:09:02.535562Z"
98,29252,"1","Not Flooded","2025-02-08T04:12:38.120645Z",148,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/4fddedd1a34d1b8668a44b531e16e816.jpg","",1.457,0,2.261464715047623e-06,"2025-02-08T04:12:38.120665Z"
344,29366,"1","Not Flooded","2025-02-09T16:42:45.612295Z",149,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/db043f55dcc24c5849890d9859cf9c17.jpg","",0.995,1,0.9563606977462769,"2025-02-09T16:42:45.612315Z"
108,29405,"1","Not Flooded","2025-02-09T16:43:53.279526Z",150,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/0873c3a172af5c2c80bbea27cd5eeb83.jpg","",1.05,0,2.332932496074136e-07,"2025-02-09T16:43:53.279546Z"
199,29954,"1","Not Flooded","2025-02-10T18:18:14.983907Z",151,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/2aa219a411a76cbdc3a6bdd371fa2632.jpg","",0.976,0,0.0024517532438039,"2025-02-10T18:18:14.983927Z"
325,29240,"1","Not Flooded","2025-02-08T04:12:15.371693Z",152,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/cd02eec5ee5a9740bdf937ff2b5f9814.jpg","",1.74,1,0.939697563648224,"2025-02-08T04:12:15.371713Z"
346,29302,"1","Not Flooded","2025-02-09T16:38:02.164698Z",153,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/32335a78480dc211563ad53e077d10e9.jpg","",2.077,1,0.8948591351509094,"2025-02-09T16:38:02.164719Z"
233,29121,"1","Flooded","2025-02-08T04:08:07.322863Z",154,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/030143b8f7194c29061079237b2837ab.jpg","",1.303,1,0.9740846753120422,"2025-02-08T04:08:07.322890Z"
254,29227,"1","Flooded","2025-02-08T04:11:48.989967Z",155,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/b2075c74edabc0982f5d9532f119c4c8.jpg","",1.153,1,0.9659379720687866,"2025-02-08T04:11:48.989987Z"
272,29401,"1","Not Flooded","2025-02-09T16:43:46.935234Z",156,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/a77901cc375eaaf9abfda0a68c5a09da.jpg","",1.072,1,0.9457350969314576,"2025-02-09T16:43:46.935254Z"
193,29333,"1","Not Flooded","2025-02-09T16:40:27.314017Z",157,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/1ac76be3ea9004f3567048ca41e93c92.jpg","",2.85,0,3.404516610316932e-05,"2025-02-09T16:40:27.314038Z"
38,29245,"1","Not Flooded","2025-02-08T04:12:24.244798Z",158,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/48bcc044c46c7aa49bd08e465049f01c.jpg","",1.197,0,1.2436104043445084e-05,"2025-02-08T04:12:24.244818Z"
27,29231,"1","Not Flooded","2025-02-08T04:11:58.492634Z",159,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/2ee3dfd0e9f905a895d7e95f62367473.jpg","",2.019,0,1.438427352695726e-05,"2025-02-08T04:11:58.492654Z"
256,29926,"1","Flooded","2025-02-10T18:17:17.936702Z",160,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/fdf268049779a65ee3e9ce7a6362b919.jpg","",4.723,1,0.9384832382202148,"2025-02-10T18:17:17.936721Z"
365,29246,"1","Flooded","2025-02-08T04:12:26.082357Z",161,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/ad07e7ec08656cf41b3977bfa1041ea4.jpg","",1.378,1,0.9999908208847046,"2025-02-08T04:12:26.082377Z"
381,29924,"1","Flooded","2025-02-10T18:17:11.163612Z",162,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/3c8e59a6773453c49137d0f58bffe160.jpg","",1.439,1,0.8845511674880981,"2025-02-10T18:17:11.163636Z"
139,29117,"1","Not Flooded","2025-02-08T04:07:52.387461Z",163,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/f2d5cf35290c1c624e28c93c733cdbc3.jpg","",5.12,0,0.0008234162814915,"2025-02-08T04:07:52.387481Z"
335,29898,"1","Not Flooded","2025-02-10T18:16:23.629341Z",164,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/cb19f4e9e5bbbd9fcb553090420d4086.jpg","",2.477,1,0.9138716459274292,"2025-02-10T18:16:23.629362Z"
364,29315,"1","Flooded","2025-02-09T16:39:17.296989Z",165,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/00f54e9d9df954736a7075acb7d08f0e.jpg","",3.156,1,0.9846563935279846,"2025-02-09T16:39:17.297010Z"
66,29910,"1","Not Flooded","2025-02-10T18:16:41.961956Z",166,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/0c517dcf3aac952b582938f10c1c9d5a.jpg","",1.086,0,2.3592543584527448e-05,"2025-02-10T18:16:41.961976Z"
279,29247,"1","Not Flooded","2025-02-08T04:12:27.735408Z",167,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/d22626cadd284817328a411af2c7efd5.jpg","",1.196,1,0.9927085041999816,"2025-02-08T04:12:27.735429Z"
4,29097,"1","Not Flooded","2025-02-08T04:06:45.474396Z",168,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/67174280e179a0ef19adec4096238219.jpg","",1.274,0,0.0021853663492947,"2025-02-08T04:06:45.474416Z"
382,29270,"1","Flooded","2025-02-08T04:13:13.255613Z",169,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/2d80fc621c082fa1cf6078be7307137f.jpg","",2.822,1,0.924010157585144,"2025-02-08T04:13:13.255633Z"
83,29328,"1","Not Flooded","2025-02-09T16:40:11.564989Z",170,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/7ea7fa67a38c5e68c32593b32a4a8bcb.jpg","",2.436,0,5.002379475627095e-05,"2025-02-09T16:40:11.565010Z"
191,29167,"1","Not Flooded","2025-02-08T04:09:34.480871Z",171,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/5c87ce391e70283f8c46ba65f8c486e4.jpg","",1.361,0,7.612877197971102e-06,"2025-02-08T04:09:34.480890Z"
68,29947,"1","Not Flooded","2025-02-10T18:18:04.978873Z",172,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/e5ddd05f5c37d062f0236f19fa213214.jpg","",0.967,0,1.2348888276392245e-06,"2025-02-10T18:18:04.978903Z"
81,29939,"1","Not Flooded","2025-02-10T18:17:52.152809Z",173,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/e6a5639c6fac2470c40448f7d82191bc.jpg","",1.145,0,4.594515849021264e-05,"2025-02-10T18:17:52.152829Z"
140,29207,"1","Not Flooded","2025-02-08T04:11:12.967576Z",174,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/4ccb801612f54c324d2fdb7591aeff3f.jpg","",1.28,0,0.0022989509161561,"2025-02-08T04:11:12.967596Z"
125,29361,"1","Not Flooded","2025-02-09T16:42:36.780896Z",175,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/4a1cecc79eac091544bd2bf28f28f415.jpg","",0.938,0,2.0750560736360057e-07,"2025-02-09T16:42:36.780916Z"
15,29200,"1","Not Flooded","2025-02-08T04:10:46.914121Z",176,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/ceaf932e3cdbc4037d56f255337d3718.jpg","",1.191,0,4.938137863064185e-05,"2025-02-08T04:10:46.914148Z"
157,29217,"1","Not Flooded","2025-02-08T04:11:31.777057Z",177,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/3b0f09ea7e8a86c5c0dc71c9c6c0c747.jpg","",1.07,0,1.7555081512909965e-06,"2025-02-08T04:11:31.777084Z"
351,29890,"1","Not Flooded","2025-02-10T18:15:58.972944Z",178,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/b42384eec30e1b64d7aca9e23966bcb6.jpg","",1.294,1,0.9997891783714294,"2025-02-10T18:15:58.972967Z"
43,29384,"1","Not Flooded","2025-02-09T16:43:19.358577Z",179,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/4b54248fe66a77d696f62f6affa6e6e5.jpg","",0.83,0,0.000115318049211,"2025-02-09T16:43:19.358596Z"
359,29211,"1","Flooded","2025-02-08T04:11:19.528781Z",180,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/159c8dc9a26bd59be0035cd12341652c.jpg","",1.284,1,0.9814710021018982,"2025-02-08T04:11:19.528802Z"
387,29935,"1","Flooded","2025-02-10T18:17:45.219262Z",181,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/80c0470dbcdeaf275c9f33ea8174cba6.jpg","",1.419,1,0.9733178615570068,"2025-02-10T18:17:45.219282Z"
306,29300,"1","Not Flooded","2025-02-09T16:37:56.762248Z",182,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/b24065f1f150adfa6afbdc244570d840.jpg","",2.235,1,0.8932324051856995,"2025-02-09T16:37:56.762268Z"
397,29116,"1","Flooded","2025-02-08T04:07:46.768184Z",183,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/4fe99ab73397cb1aedba3efaccf91fe6.jpg","",1.328,1,0.9881887435913086,"2025-02-08T04:07:46.768205Z"
375,29402,"1","Flooded","2025-02-09T16:43:48.662337Z",184,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/a95da84f2bffc51235b5c344d72251ad.jpg","",1.257,1,1.0,"2025-02-09T16:43:48.662357Z"
42,29295,"1","Not Flooded","2025-02-09T16:37:42.360200Z",185,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/9f357ddcfaeffbb554975b3420376162.jpg","",6.516,0,0.0001007362880045,"2025-02-09T16:37:42.360220Z"
208,29188,"1","Not Flooded","2025-02-08T04:10:19.931253Z",186,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/72e6a2731cfcd2487ca38ced49876577.jpg","",1.287,1,0.9470502138137816,"2025-02-08T04:10:19.931273Z"
