"annotation_id","annotator","answer","choice","created_at","id","image","labels","lead_time","sentiment_1","updated_at"
30581,"1","No,","Not Flooded","2025-02-10T19:32:05.974000Z",192,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_b0abb6104bb251957c4502b71b34eb50.jpg","",0.964,0,"2025-02-10T19:32:05.974021Z"
29809,"1","Yes,","Not Flooded","2025-02-09T18:34:45.666462Z",195,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_be6c3a1cff25ef9a221923e99a8e54b7.jpg","",1.211,1,"2025-02-09T18:34:45.666482Z"
29770,"1","No,","Not Flooded","2025-02-09T18:33:51.423431Z",197,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_a452b4cfc258822b2990a8e8c15c6d57.jpg","",1.054,0,"2025-02-09T18:33:51.423452Z"
30472,"1","Yes,","Not Flooded","2025-02-10T19:28:22.879887Z",198,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_2da21c3e9932e7727110fd56e1229d45.jpg","",1.494,1,"2025-02-10T19:28:22.879910Z"
28671,"1","No,","Not Flooded","2025-02-03T22:22:25.426581Z",199,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_c81f09a7746d6ee9ae493ae388ad1682.jpg","",0.832,0,"2025-02-03T22:22:25.426604Z"
30393,"1","No,","Not Flooded","2025-02-10T19:24:41.034946Z",201,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_81ce24e439433de62e08ccc8289130c2.jpg","",0.937,0,"2025-02-10T19:24:41.034966Z"
28611,"1","Yes,","Not Flooded","2025-02-03T22:20:18.799077Z",203,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_8e87d951e90fec006299613d6ec8d2f8.jpg","",4.478,1,"2025-02-03T22:20:18.799103Z"
30667,"1","Yes,","Not Flooded","2025-02-10T19:34:34.786826Z",204,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_549196fd9b0adae5a3753f38d07e590f.jpg","",1.093,1,"2025-02-10T19:34:34.786846Z"
30510,"1","No,","Not Flooded","2025-02-10T19:30:10.344590Z",205,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_7612ae7a3bdbeb0aeec8a6cea4761bd0.jpg","",1.568,0,"2025-02-10T19:30:10.344613Z"
29808,"1","Yes,","Not Flooded","2025-02-09T18:34:43.995668Z",206,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_9dfa67db99879428ed7e381a65d300c0.jpg","",1.597,1,"2025-02-09T18:34:43.995689Z"
30445,"1","No,","Not Flooded","2025-02-10T19:27:37.076110Z",211,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_09f3854f16b142224bd93eed9adefff6.jpg","",1.049,0,"2025-02-10T19:27:37.076131Z"
30480,"1","Yes,","Not Flooded","2025-02-10T19:28:35.894591Z",213,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_f822742f0f2a3058e26e985eb704cd19.jpg","",1.569,1,"2025-02-10T19:28:35.894613Z"
28665,"1","No,","Not Flooded","2025-02-03T22:22:17.350279Z",216,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_32675dc9bf0de795a7cfda2133b31329.jpg","",0.806,0,"2025-02-03T22:22:17.350300Z"
29833,"1","Yes,","Not Flooded","2025-02-09T18:35:19.171581Z",217,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_7fb106c083f418aff586258918f16d36.jpg","",0.841,1,"2025-02-09T18:35:19.171601Z"
30575,"1","No,","Not Flooded","2025-02-10T19:31:57.745492Z",219,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_90a0a01d305695ed65462138f0ce246d.jpg","",0.866,0,"2025-02-10T19:31:57.745513Z"
30632,"1","Yes,","Not Flooded","2025-02-10T19:33:41.255020Z",221,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_69aaadc99f0a1a97b0b5218e81166ecf.jpg","",0.875,1,"2025-02-10T19:33:41.255041Z"
30601,"1","No,","Not Flooded","2025-02-10T19:32:39.481133Z",222,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_3c899c8af3b7a406d416e8cd486914cb.jpg","",0.891,0,"2025-02-10T19:32:39.481153Z"
28587,"1","No,","Not Flooded","2025-02-03T22:19:12.191894Z",223,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_623046972988f021e740a92f3f9ea975.jpg","",4.63,0,"2025-02-03T22:19:12.191917Z"
30572,"1","No,","Not Flooded","2025-02-10T19:31:53.342637Z",226,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_2d5ccff87097decde978d30737e55664.jpg","",0.969,0,"2025-02-10T19:31:53.342658Z"
30566,"1","Yes,","Not Flooded","2025-02-10T19:31:44.559299Z",229,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_02bdc60b0b2e5639dee17a4832223377.jpg","",1.004,1,"2025-02-10T19:31:44.559320Z"
30392,"1","No,","Not Flooded","2025-02-10T19:24:39.617121Z",233,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_7b3f872f7216ca312e86747c10ebf29f.jpg","",0.952,0,"2025-02-10T19:24:39.617144Z"
30560,"1","Yes,","Not Flooded","2025-02-10T19:31:34.678651Z",234,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_03d559d0db3dc16cf2a050233dfa6901.jpg","",1.149,1,"2025-02-10T19:31:34.678674Z"
30524,"1","Yes,","Not Flooded","2025-02-10T19:30:35.311408Z",235,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_34f13dd058f8d62fa42031eacf55eccb.jpg","",1.022,1,"2025-02-10T19:30:35.311431Z"
28586,"1","No,","Not Flooded","2025-02-03T22:19:06.939175Z",236,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_eaf6f0d969bb78abbea357adc4f309ed.jpg","",8.578,0,"2025-02-03T22:19:06.939197Z"
30539,"1","Yes,","Not Flooded","2025-02-10T19:31:01.495921Z",239,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_66124a14b9373331f9e90a1e7e15fab2.jpg","",1.112,1,"2025-02-10T19:31:01.495942Z"
29827,"1","No,","Not Flooded","2025-02-09T18:35:10.605018Z",240,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_7b801879cb2d84bbfcb61786e09b9ed8.jpg","",0.86,0,"2025-02-09T18:35:10.605038Z"
30464,"1","No,","Not Flooded","2025-02-10T19:28:06.975976Z",242,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_b249873c6e23718a902579eaf8fa7d2a.jpg","",0.919,0,"2025-02-10T19:28:06.975996Z"
29884,"1","No,","Not Flooded","2025-02-09T18:36:42.459202Z",243,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_dcd6c0d5165472ae87db62428f9de225.jpg","",0.862,0,"2025-02-09T18:36:42.459222Z"
29857,"1","Yes,","Not Flooded","2025-02-09T18:35:55.297043Z",245,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_d06861df0a4bded403f390ca15b23ab8.jpg","",1.333,1,"2025-02-09T18:35:55.297063Z"
29792,"1","No,","Not Flooded","2025-02-09T18:34:20.850054Z",246,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_404c0d4f78e65ef3102df20fd0eca1a6.jpg","",0.955,0,"2025-02-09T18:34:20.850074Z"
28648,"1","No,","Not Flooded","2025-02-03T22:21:45.580270Z",248,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_60cee33a9dd84267fc1b4d988bba5c4a.jpg","",0.776,0,"2025-02-03T22:21:45.580295Z"
28668,"1","Yes,","Not Flooded","2025-02-03T22:22:21.497816Z",249,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_bfc8d632f6aba25ccd9b77ec0ca214b8.jpg","",0.979,1,"2025-02-03T22:22:21.497845Z"
30454,"1","No,","Not Flooded","2025-02-10T19:27:52.591613Z",255,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_fb0afce7d8aef97b57fdc79d5581ced8.jpg","",0.926,0,"2025-02-10T19:27:52.591634Z"
30695,"1","Yes,","Not Flooded","2025-02-10T19:35:16.864138Z",259,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_bb76fd465faf6aca02bd0a224c3870f8.jpg","",1.044,1,"2025-02-10T19:35:16.864158Z"
28662,"1","Yes,","Not Flooded","2025-02-03T22:22:13.479047Z",261,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_6d306163dc68ccb6398c8c809ff66862.jpg","",0.85,1,"2025-02-03T22:22:13.479072Z"
29784,"1","No,","Not Flooded","2025-02-09T18:34:10.005709Z",262,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_c55c36598dad15a7c6f0665b9a5cc8e7.jpg","",0.872,0,"2025-02-09T18:34:10.005729Z"
30441,"1","Yes,","Not Flooded","2025-02-10T19:27:30.915998Z",264,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_280083a7f12c50b13bec3919c0dbfea5.jpg","",1.125,1,"2025-02-10T19:27:30.916017Z"
30603,"1","No,","Not Flooded","2025-02-10T19:32:42.230657Z",267,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_ce41c6ee0751d7d60e724349dcc2c420.jpg","",0.916,0,"2025-02-10T19:32:42.230676Z"
30515,"1","No,","Not Flooded","2025-02-10T19:30:20.421272Z",268,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_a646cf314d9cb9142f10b02896984a86.jpg","",1.421,0,"2025-02-10T19:30:20.421293Z"
29866,"1","Yes,","Flooded","2025-02-09T18:36:11.697097Z",269,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_65ecdf42da3778f2a5d19e9f09d17c07.jpg","",1.248,1,"2025-02-09T18:36:11.697118Z"
30489,"1","Yes,","Flooded","2025-02-10T19:28:56.907789Z",270,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_d63f2845225d39423a48b202e470d5ad.jpg","",1.629,1,"2025-02-10T19:28:56.907809Z"
30538,"1","No,","Not Flooded","2025-02-10T19:30:59.897290Z",271,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_09eec722c8bf751d3c2defdf0d43a09b.jpg","",1.157,0,"2025-02-10T19:30:59.897309Z"
29874,"1","No,","Not Flooded","2025-02-09T18:36:24.200409Z",272,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_22f5621ae952e9d59455342fad0364ae.jpg","",0.979,0,"2025-02-09T18:36:24.200428Z"
30460,"1","Yes,","Not Flooded","2025-02-10T19:28:01.241368Z",273,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_6a0740be0bd910da59618e258bb7ef00.jpg","",0.874,1,"2025-02-10T19:28:01.241388Z"
30580,"1","No,","Not Flooded","2025-02-10T19:32:04.508852Z",274,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_5b6a522d5e5a3c11576d7de4cb221c5a.jpg","",0.939,0,"2025-02-10T19:32:04.508875Z"
30612,"1","No,","Not Flooded","2025-02-10T19:32:56.393016Z",275,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_457811c4f5c8eb2b0e2c7e49a38e5435.jpg","",0.918,0,"2025-02-10T19:32:56.393039Z"
30443,"1","No,","Not Flooded","2025-02-10T19:27:34.080459Z",276,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_709ed036768510d8ef59c0072117cef7.jpg","",1.03,0,"2025-02-10T19:27:34.080479Z"
30518,"1","No,","Not Flooded","2025-02-10T19:30:25.452143Z",278,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_ddb6ec6e003650f66a45c6cf2cfeba45.jpg","",1.147,0,"2025-02-10T19:30:25.452165Z"
29791,"1","No,","Not Flooded","2025-02-09T18:34:19.439244Z",279,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_08db0ca20e21217da3e4a2e68ce3e4ef.jpg","",0.985,0,"2025-02-09T18:34:19.439266Z"
29883,"1","No,","Not Flooded","2025-02-09T18:36:41.118597Z",280,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_9d14c3094743f431c831a97b8902d752.jpg","",0.896,0,"2025-02-09T18:36:41.118617Z"
30448,"1","No,","Not Flooded","2025-02-10T19:27:41.670013Z",281,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_d55ad0f2b8cb0fb802dd6e8b0a9090eb.jpg","",1.013,0,"2025-02-10T19:27:41.670034Z"
30663,"1","Yes,","Not Flooded","2025-02-10T19:34:28.793744Z",283,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_4223a77bfb8e8fddd413c6f4dfc94461.jpg","",1.028,1,"2025-02-10T19:34:28.793765Z"
30427,"1","Yes,","Not Flooded","2025-02-10T19:27:05.404039Z",284,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_9cd7d0bc2ca1937e3116478f6608ab93.jpg","",1.087,1,"2025-02-10T19:27:05.404059Z"
29811,"1","Yes,","Not Flooded","2025-02-09T18:34:48.349340Z",286,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_ab2ca14f0ece4877e94a771fed616d96.jpg","",0.872,1,"2025-02-09T18:34:48.349360Z"
29796,"1","No,","Not Flooded","2025-02-09T18:34:26.136860Z",287,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_1ccadabd2493c8d7e7e049a1fbb6cf69.jpg","",0.946,0,"2025-02-09T18:34:26.136880Z"
29830,"1","Yes,","Not Flooded","2025-02-09T18:35:15.313392Z",288,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_c84ddf5f073d0f8622f1a3faad6bc911.jpg","",0.886,1,"2025-02-09T18:35:15.313412Z"
30470,"1","Yes,","Not Flooded","2025-02-10T19:28:19.109203Z",289,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_49dc70178243f6bcd6b8cf64b6404a64.jpg","",2.382,1,"2025-02-10T19:28:19.109225Z"
28612,"1","Yes,","Flooded","2025-02-03T22:20:20.242008Z",290,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_e3a31190c255b18b8863b065d1db80f5.jpg","",1.085,1,"2025-02-03T22:20:20.242031Z"
28605,"1","Yes,","Not Flooded","2025-02-03T22:20:04.366951Z",295,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_eed778ad73163d5a0e3dcb321c681354.jpg","",1.045,1,"2025-02-03T22:20:04.366981Z"
29795,"1","No,","Not Flooded","2025-02-09T18:34:24.737948Z",296,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_f71ce1713853b26ee1dbaaef47277cd4.jpg","",0.742,0,"2025-02-09T18:34:24.737968Z"
30516,"1","Yes,","Not Flooded","2025-02-10T19:30:22.157813Z",297,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_71430d3ec37cdf3c5aec00f9cf035cdc.jpg","",1.252,1,"2025-02-10T19:30:22.157833Z"
28638,"1","Yes,","Not Flooded","2025-02-03T22:21:32.361196Z",299,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_d1d3b92a9fb412f5da9239e358ff8efa.jpg","",1.562,1,"2025-02-03T22:21:32.361231Z"
30502,"1","Yes,","Not Flooded","2025-02-10T19:29:17.425008Z",300,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_107b5c3c60c3a7fe2318af9cb95d1775.jpg","",1.12,1,"2025-02-10T19:29:17.425028Z"
28653,"1","No,","Not Flooded","2025-02-03T22:21:53.397106Z",301,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_f4ddd12839c8fa0d36f3121f4a47b9d7.jpg","",1.179,0,"2025-02-03T22:21:53.397131Z"
28595,"1","No,","Flooded","2025-02-03T22:19:32.918326Z",307,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_a4ddf439309bfc0ef6edf1a2691fc15c.jpg","",5.385,0,"2025-02-03T22:19:32.918355Z"
30611,"1","No,","Not Flooded","2025-02-10T19:32:54.982201Z",308,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_7d3b89353f16cf9ab29e1d0bb96ab357.jpg","",0.859,0,"2025-02-10T19:32:54.982222Z"
29767,"1","No,","Not Flooded","2025-02-09T18:33:47.135491Z",310,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_5fa8d206fa21854d12d33223488534f9.jpg","",1.047,0,"2025-02-09T18:33:47.135512Z"
30592,"1","No,","Not Flooded","2025-02-10T19:32:23.830795Z",313,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_404b842bb398f66c8b538f0f29e93308.jpg","",1.118,0,"2025-02-10T19:32:23.830815Z"
28597,"1","Yes,","Not Flooded","2025-02-03T22:19:46.503993Z",317,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_5eba24ecce80e86975e898b8b8d8fdf3.jpg","",7.213,1,"2025-02-03T22:19:46.504016Z"
30678,"1","No,","Not Flooded","2025-02-10T19:34:50.466369Z",318,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_41023832db2f7176ec5ce45245851d25.jpg","",0.896,0,"2025-02-10T19:34:50.466389Z"
30607,"1","No,","Not Flooded","2025-02-10T19:32:49.214918Z",320,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_dd8f762aa9fca57e3ad1624d2980c873.jpg","",0.926,0,"2025-02-10T19:32:49.214938Z"
30476,"1","Yes,","Not Flooded","2025-02-10T19:28:28.991929Z",324,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_019a1ef3eeb307aa81cc6b0e991d589c.jpg","",0.972,1,"2025-02-10T19:28:28.991950Z"
29838,"1","Yes,","Not Flooded","2025-02-09T18:35:26.558364Z",325,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_5ebe437236988fbaca11133217e5d608.jpg","",1.066,1,"2025-02-09T18:35:26.558384Z"
29789,"1","No,","Not Flooded","2025-02-09T18:34:16.247412Z",328,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_77e0cdc28f74f909373985cf3a3e513c.jpg","",0.724,0,"2025-02-09T18:34:16.247432Z"
30400,"1","No,","Not Flooded","2025-02-10T19:26:07.430563Z",329,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_667bb3654985f3ac713ccf4d6af9c2df.jpg","",2.226,0,"2025-02-10T19:26:07.430584Z"
29805,"1","Yes,","Not Flooded","2025-02-09T18:34:38.668756Z",333,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_5b4aefce99c5bdf11b1fa8d647a24b09.jpg","",1.373,1,"2025-02-09T18:34:38.668777Z"
30530,"1","No,","Not Flooded","2025-02-10T19:30:45.222082Z",336,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_f36683d8bda0e3f4615ebd1ac6b4494b.jpg","",1.056,0,"2025-02-10T19:30:45.222103Z"
29801,"1","Yes,","Not Flooded","2025-02-09T18:34:33.023473Z",337,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_4aed8995b8ddee56d7b92e6d7525b8d6.jpg","",0.85,1,"2025-02-09T18:34:33.023493Z"
28608,"1","Yes,","Flooded","2025-02-03T22:20:09.617278Z",339,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_805311aed727d51dcd45a2516c86fc95.jpg","",1.918,1,"2025-02-03T22:20:09.617301Z"
30540,"1","No,","Not Flooded","2025-02-10T19:31:03.068149Z",340,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_617699ea2257c466b1a7bd3ec2c537df.jpg","",1.087,0,"2025-02-10T19:31:03.068171Z"
30395,"1","Yes,","Not Flooded","2025-02-10T19:24:44.153223Z",342,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_e865566be05d3f0cfe20a077408d34dd.jpg","",1.047,1,"2025-02-10T19:24:44.153244Z"
30545,"1","No,","Not Flooded","2025-02-10T19:31:10.653544Z",344,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_eef8af41689461aaaebf55d7de5e6a51.jpg","",0.949,0,"2025-02-10T19:31:10.653569Z"
30498,"1","No,","Not Flooded","2025-02-10T19:29:10.317348Z",345,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_a5f8a9c14d99119a2156153d5e85bce8.jpg","",0.946,0,"2025-02-10T19:29:10.317368Z"
30483,"1","No,","Not Flooded","2025-02-10T19:28:40.638642Z",348,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_9bbbf8d95d9f530f1d678c3cf3798a09.jpg","",1.054,0,"2025-02-10T19:28:40.638662Z"
30544,"1","Yes,","Flooded","2025-02-10T19:31:09.223625Z",353,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_1363c21d220800965a03c6b49f55ab7d.jpg","",1.144,1,"2025-02-10T19:31:09.223645Z"
30404,"1","No,","Not Flooded","2025-02-10T19:26:14.021357Z",354,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_fbc0f4f302225bd4aeb94a842636ae00.jpg","",1.458,0,"2025-02-10T19:26:14.021377Z"
30680,"1","Yes,","Not Flooded","2025-02-10T19:34:53.221608Z",356,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_6a0d73fbeb552f5689c28fb49b3ac5b7.jpg","",0.956,1,"2025-02-10T19:34:53.221630Z"
28650,"1","No,","Not Flooded","2025-02-03T22:21:48.736330Z",358,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_b4eedc8f92fd11a88d18895ded980856.jpg","",1.315,0,"2025-02-03T22:21:48.736352Z"
29872,"1","No,","Not Flooded","2025-02-09T18:36:20.937990Z",360,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_63131076b1d67d3411b5a56b209a0545.jpg","",0.876,0,"2025-02-09T18:36:20.938010Z"
30431,"1","No,","Not Flooded","2025-02-10T19:27:13.991481Z",361,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_d8f0bd23f4299efca17dfc5f6c74944e.jpg","",1.228,0,"2025-02-10T19:27:13.991500Z"
29812,"1","No,","Not Flooded","2025-02-09T18:34:49.567443Z",362,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_c9a2cd5deec391d60e4f2173b72b45fa.jpg","",0.764,0,"2025-02-09T18:34:49.567465Z"
30409,"1","Yes,","Not Flooded","2025-02-10T19:26:24.134611Z",363,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_e96bdaa6f3ef622402217c1e6c580dbe.jpg","",1.197,1,"2025-02-10T19:26:24.134631Z"
29841,"1","No,","Not Flooded","2025-02-09T18:35:30.738584Z",364,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_756061a45487b0b7c42b2498cfd90853.jpg","",0.835,0,"2025-02-09T18:35:30.738604Z"
30420,"1","No,","Not Flooded","2025-02-10T19:26:51.831386Z",365,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_e041aef95ae2e07cb83cbf02875f1be8.jpg","",1.187,0,"2025-02-10T19:26:51.831407Z"
30499,"1","No,","Not Flooded","2025-02-10T19:29:11.707608Z",369,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_c15f8ae7df82d537bedcb08052e54c1a.jpg","",0.914,0,"2025-02-10T19:29:11.707628Z"
30525,"1","No,","Not Flooded","2025-02-10T19:30:37.160462Z",370,"/data/local-files/?d=/share/XXXX-19/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_96164f259e3a729d401f5042964d2ef7.jpg","",1.09,0,"2025-02-10T19:30:37.160484Z"
