"annotation_id","annotator","captured_at","choice","created_at","date_str","frame_id","gps_info.latitude","gps_info.longitude","h3_index_res06","id","image","image_idx","lead_time","sensor_id","updated_at"
32898,"1",1696009266366,"Level 0: 0cm","2026-01-11T15:37:39.652421Z","2023-09-29","82c07fb95d8557e8dff64c169ef1a994",40.675801,-73.984073,604222353471176703,212911,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222353471176703/frames/82c07fb95d8557e8dff64c169ef1a994.jpg",821025,1.153,"daily_gentle_beetle","2026-01-11T15:37:39.652433Z"
32899,"1",1696015796176,"Level 1: 1-15cm","2026-01-11T15:37:46.950591Z","2023-09-29","3bd9e40f0e4e6a7ce570879a72fa8d5f",40.657313,-73.745027,604222337096613887,212912,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222337096613887/frames/3bd9e40f0e4e6a7ce570879a72fa8d5f.jpg",284900,6.682,"vastly_select_guinea","2026-01-11T15:37:46.950612Z"
32900,"1",1696008238077,"Level 0: 0cm","2026-01-11T15:37:48.510891Z","2023-09-29","a10f4f90973f778e54ab8b7b721d3a55",40.809818,-73.948259,604222323809058815,212913,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222323809058815/frames/a10f4f90973f778e54ab8b7b721d3a55.jpg",351410,1.255,"easily_cosmic_slug","2026-01-11T15:37:48.510911Z"
32901,"1",1695998510248,"Level 0: 0cm","2026-01-11T15:37:49.905139Z","2023-09-29","f412a685f1b302d8cee6f78ed2253587",40.809762,-73.948127,604222323809058815,212914,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222323809058815/frames/f412a685f1b302d8cee6f78ed2253587.jpg",351440,1.059,"easily_cosmic_slug","2026-01-11T15:37:49.905171Z"
32902,"1",1696018233774,"Level 0: 0cm","2026-01-11T15:37:51.705677Z","2023-09-29","b04a1510bb66b4f621cfb9f61c37cd55",40.701621,-73.948707,604222325151236095,212915,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/b04a1510bb66b4f621cfb9f61c37cd55.jpg",681768,1.49,"simply_half_monkey","2026-01-11T15:37:51.705698Z"
32903,"1",1696014717057,"Level 0: 0cm","2026-01-11T15:37:53.159690Z","2023-09-29","2bde3c4be3d7e5a5e2403daec4be7c56",40.701613,-73.948718,604222325151236095,212916,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/2bde3c4be3d7e5a5e2403daec4be7c56.jpg",681779,1.16,"simply_half_monkey","2026-01-11T15:37:53.159703Z"
32904,"1",1696022971409,"Level 0: 0cm","2026-01-11T15:37:54.553229Z","2023-09-29","bf5239b3bde2e4f739dfcd9e79412d8d",40.701676,-73.948621,604222325151236095,212917,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/bf5239b3bde2e4f739dfcd9e79412d8d.jpg",676283,1.092,"simply_half_monkey","2026-01-11T15:37:54.553251Z"
32905,"1",1696015862853,"Level 0: 0cm","2026-01-11T15:37:55.895625Z","2023-09-29","53ec8ea170f182e0b946b381ce2937ca",40.691864,-73.792527,604222325419671551,212918,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222325419671551/frames/53ec8ea170f182e0b946b381ce2937ca.jpg",280302,1.053,"tired_red_monkey","2026-01-11T15:37:55.895643Z"
32906,"1",1696023067020,"Level 0: 0cm","2026-01-11T15:37:57.393004Z","2023-09-29","27d13d6e0429a382882c3b63ffef87dc",40.699294,-73.96067,604222325151236095,212919,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/27d13d6e0429a382882c3b63ffef87dc.jpg",668558,1.216,"light_maroon_penguin","2026-01-11T15:37:57.393025Z"
32907,"1",1696003772587,"Level 0: 0cm","2026-01-11T15:37:59.557687Z","2023-09-29","2748d7f63ad54c4280d2f9365edb2a07",40.699234,-73.949981,604222325151236095,212920,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/2748d7f63ad54c4280d2f9365edb2a07.jpg",693163,1.88,"closed_wagon_snail","2026-01-11T15:37:59.557707Z"
32908,"1",1696008008376,"Level 0: 0cm","2026-01-11T15:38:03.981131Z","2023-09-29","97a57cf990665c938d847870306a513b",40.833589,-73.883356,604222324345929727,212921,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222324345929727/frames/97a57cf990665c938d847870306a513b.jpg",157078,4.148,"slowly_fast_sawfly","2026-01-11T15:38:03.981147Z"
32909,"1",1696024492290,"Level 0: 0cm","2026-01-11T15:38:05.388712Z","2023-09-29","8c92a379cb7bd8a944d352ff532d063f",40.700816,-73.95446,604222325151236095,212922,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/8c92a379cb7bd8a944d352ff532d063f.jpg",653814,1.094,"blue_eyed_tiger","2026-01-11T15:38:05.388725Z"
32910,"1",1695993925439,"Level 1: 1-15cm","2026-01-11T15:38:28.819179Z","2023-09-29","fb27107940c814bd188c11ae1856f344",40.67589,-73.984,604222353471176703,212923,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222353471176703/frames/fb27107940c814bd188c11ae1856f344.jpg",821054,9.675,"daily_gentle_beetle","2026-01-11T15:38:28.819200Z"
32911,"1",1695995115333,"Level 0: 0cm","2026-01-11T15:38:31.286452Z","2023-09-29","bb317199dfc6346a7e231d24828e61bb",40.711089,-73.777941,604222325419671551,212924,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222325419671551/frames/bb317199dfc6346a7e231d24828e61bb.jpg",262144,2.106,"yearly_frank_mullet","2026-01-11T15:38:31.286465Z"
32912,"1",1695983267527,"Level 0: 0cm","2026-01-11T15:38:33.442657Z","2023-09-29","c0557fb084fc611de69983500f2fd6aa",40.69732,-73.794471,604222325419671551,212925,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222325419671551/frames/c0557fb084fc611de69983500f2fd6aa.jpg",237946,1.851,"mildly_loving_doe","2026-01-11T15:38:33.442670Z"
32913,"1",1696013372298,"Level 0: 0cm","2026-01-11T15:38:35.149589Z","2023-09-29","fd583987e965c88fa969957bd439ac47",40.70146,-73.92301,604222325151236095,212926,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/fd583987e965c88fa969957bd439ac47.jpg",647444,1.418,"early_calm_ghoul","2026-01-11T15:38:35.149611Z"
32914,"1",1696014916893,"Level 0: 0cm","2026-01-11T15:38:39.381356Z","2023-09-29","d1c92ceff921c157012f0868d565182c",40.691953,-73.792309,604222325419671551,212927,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222325419671551/frames/d1c92ceff921c157012f0868d565182c.jpg",280305,1.654,"tired_red_monkey","2026-01-11T15:38:39.381379Z"
32915,"1",1696017789056,"Level 0: 0cm","2026-01-11T15:38:42.269181Z","2023-09-29","784ed3b99d85d06b3a6a6ae0841e7ded",40.700819,-73.954456,604222325151236095,212928,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/784ed3b99d85d06b3a6a6ae0841e7ded.jpg",653833,2.583,"blue_eyed_tiger","2026-01-11T15:38:42.269202Z"
32916,"1",1696020484067,"Level 0: 0cm","2026-01-11T15:38:43.818584Z","2023-09-29","38521b64f54379ef9dbfc8448976a667",40.692375,-73.781545,604222325419671551,212929,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222325419671551/frames/38521b64f54379ef9dbfc8448976a667.jpg",248381,1.266,"evenly_cute_tomcat","2026-01-11T15:38:43.818604Z"
32917,"1",1696022603657,"Level 0: 0cm","2026-01-11T15:38:45.846531Z","2023-09-29","648e8da2a93d61d324f859785e3b730b",40.828348,-73.882132,604222324345929727,212930,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222324345929727/frames/648e8da2a93d61d324f859785e3b730b.jpg",155722,1.746,"weekly_fair_dove","2026-01-11T15:38:45.846562Z"
32918,"1",1695995105700,"Level 0: 0cm","2026-01-11T15:38:55.478747Z","2023-09-29","1fa0d4255444a089c32f55303935cc7a",40.707809,-73.932341,604222325151236095,212931,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/1fa0d4255444a089c32f55303935cc7a.jpg",691793,9.314,"widely_whole_tarpon","2026-01-11T15:38:55.478768Z"
32919,"1",1695993826583,"Level 1: 1-15cm","2026-01-11T15:39:01.388271Z","2023-09-29","8e70c90cbde5b73b2789441989207ab9",40.652487,-73.746541,604222337365049343,212932,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222337365049343/frames/8e70c90cbde5b73b2789441989207ab9.jpg",288632,5.597,"mind_deal_ensure","2026-01-11T15:39:01.388292Z"
32920,"1",1695987704962,"Level 0: 0cm","2026-01-11T15:39:02.870783Z","2023-09-29","e124848c81e07be93046a7efdf5e038b",40.701569,-73.94872,604222325151236095,212933,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/e124848c81e07be93046a7efdf5e038b.jpg",681820,1.136,"simply_half_monkey","2026-01-11T15:39:02.870805Z"
32921,"1",1696024215713,"Level 0: 0cm","2026-01-11T15:39:08.345620Z","2023-09-29","7cb5a8324077e4b069d0a69fd6e7712f",40.679717,-74.012253,604222352263217151,212934,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222352263217151/frames/7cb5a8324077e4b069d0a69fd6e7712f.jpg",802907,5.195,"gladly_mint_snail","2026-01-11T15:39:08.345636Z"
32922,"1",1695990848093,"Level 0: 0cm","2026-01-11T15:39:30.076458Z","2023-09-29","e378eb9f5736a3b0b669885dc8521877",40.811196,-73.954137,604222323809058815,212936,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222323809058815/frames/e378eb9f5736a3b0b669885dc8521877.jpg",351678,5.924,"duly_star_bee","2026-01-11T15:39:30.076472Z"
32924,"1",1696017708638,"Level 0: 0cm","2026-01-11T15:39:41.186445Z","2023-09-29","ac841787bea1f028e9c301a13ffa067c",40.646658,-73.970168,604222353471176703,212937,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222353471176703/frames/ac841787bea1f028e9c301a13ffa067c.jpg",849553,3.188,"firmly_needed_heron","2026-01-11T15:39:41.186514Z"
32925,"1",1696017002837,"Level 0: 0cm","2026-01-11T15:39:42.317434Z","2023-09-29","7a1d820c5e08557f305a906e6d559d21",40.673314,-73.994856,604222353471176703,212938,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222353471176703/frames/7a1d820c5e08557f305a906e6d559d21.jpg",848232,0.846,"overly_heroic_squid","2026-01-11T15:39:42.317456Z"
32926,"1",1695987874569,"Level 0: 0cm","2026-01-11T15:39:44.303784Z","2023-09-29","4fdc1ff9aeecd60a94e9921d8eb667cd",40.658737,-73.831107,604222337365049343,212939,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222337365049343/frames/4fdc1ff9aeecd60a94e9921d8eb667cd.jpg",324649,1.712,"unified_angry_donkey","2026-01-11T15:39:44.303805Z"
32927,"1",1696007602330,"Level 0: 0cm","2026-01-11T15:39:45.549606Z","2023-09-29","2018be62bff302c0c4436a7dfb3d6792",40.701521,-73.948667,604222325151236095,212940,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/2018be62bff302c0c4436a7dfb3d6792.jpg",681790,0.938,"simply_half_monkey","2026-01-11T15:39:45.549627Z"
32928,"1",1695999259639,"Level 0: 0cm","2026-01-11T15:39:47.713724Z","2023-09-29","f22ad69d1c816589ab808461b1945de5",40.69259,-73.790808,604222325419671551,212941,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222325419671551/frames/f22ad69d1c816589ab808461b1945de5.jpg",269518,1.873,"truly_pretty_calf","2026-01-11T15:39:47.713745Z"
32929,"1",1696024264440,"Level 0: 0cm","2026-01-11T15:39:49.051418Z","2023-09-29","2beb4f52ef6ee52fa3114ea8b9e7d382",40.699244,-73.960577,604222325151236095,212942,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/2beb4f52ef6ee52fa3114ea8b9e7d382.jpg",668551,1.062,"light_maroon_penguin","2026-01-11T15:39:49.051439Z"
32930,"1",1695998864276,"Level 1: 1-15cm","2026-01-11T15:39:55.385509Z","2023-09-29","789bc5e59e577dbdf08c74a453648fef",40.679636,-74.012393,604222352263217151,212943,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222352263217151/frames/789bc5e59e577dbdf08c74a453648fef.jpg",802932,6.036,"gladly_mint_snail","2026-01-11T15:39:55.385537Z"
32931,"1",1696000237345,"Level 0: 0cm","2026-01-11T15:39:58.856635Z","2023-09-29","095b94f6d86b649de99e4c606fad8586",40.699333,-73.960744,604222325151236095,212944,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/095b94f6d86b649de99e4c606fad8586.jpg",668617,3.132,"light_maroon_penguin","2026-01-11T15:39:58.856656Z"
32932,"1",1695990122318,"Level 0: 0cm","2026-01-11T15:40:00.938042Z","2023-09-29","68d294ec1f434410bf188ef9ad375cc8",40.833636,-73.883316,604222324345929727,212945,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222324345929727/frames/68d294ec1f434410bf188ef9ad375cc8.jpg",157112,1.783,"slowly_fast_sawfly","2026-01-11T15:40:00.938064Z"
32933,"1",1696006844007,"Level 0: 0cm","2026-01-11T15:40:04.119691Z","2023-09-29","42a422d99620de6895371b442803c6ae",40.82836,-73.881929,604222324345929727,212946,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222324345929727/frames/42a422d99620de6895371b442803c6ae.jpg",155729,2.894,"weekly_fair_dove","2026-01-11T15:40:04.119712Z"
32934,"1",1696022583713,"Level 1: 1-15cm","2026-01-11T15:40:06.669511Z","2023-09-29","e740e1029f6b3100c235825740a2e7a6",40.646625,-73.970252,604222353471176703,212947,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222353471176703/frames/e740e1029f6b3100c235825740a2e7a6.jpg",849535,2.243,"firmly_needed_heron","2026-01-11T15:40:06.669531Z"
32935,"1",1695999123291,"Level 1: 1-15cm","2026-01-11T15:40:14.336253Z","2023-09-29","2217d84ae62278b656f1875eebc3f641",40.695555,-73.788404,604222325419671551,212948,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222325419671551/frames/2217d84ae62278b656f1875eebc3f641.jpg",256447,7.37,"gladly_pretty_magpie","2026-01-11T15:40:14.336265Z"
32936,"1",1696019570561,"Level 0: 0cm","2026-01-11T15:40:16.441559Z","2023-09-29","57550cc68ac2f6b484d31324bf731d53",40.699416,-73.958997,604222325151236095,212949,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/57550cc68ac2f6b484d31324bf731d53.jpg",696318,1.533,"total_melt_deer","2026-01-11T15:40:16.441579Z"
32937,"1",1696007768961,"Level 0: 0cm","2026-01-11T15:40:18.949166Z","2023-09-29","a2b54fed8bf0b3af974412cd19d36340",40.699285,-73.949991,604222325151236095,212950,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/a2b54fed8bf0b3af974412cd19d36340.jpg",693159,2.181,"closed_wagon_snail","2026-01-11T15:40:18.949188Z"
32938,"1",1696015964078,"Level 0: 0cm","2026-01-11T15:40:20.823007Z","2023-09-29","06eba9ecb5f45eeb9c42a8cfd770fac5",40.707731,-73.932403,604222325151236095,212951,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/06eba9ecb5f45eeb9c42a8cfd770fac5.jpg",691728,1.567,"widely_whole_tarpon","2026-01-11T15:40:20.823028Z"
32939,"1",1696004791954,"Level 0: 0cm","2026-01-11T15:40:23.051789Z","2023-09-29","437cc1ac6802479b711a11191871681f",40.701629,-73.948694,604222325151236095,212952,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/437cc1ac6802479b711a11191871681f.jpg",681803,1.932,"simply_half_monkey","2026-01-11T15:40:23.051819Z"
32940,"1",1695999347329,"Level 0: 0cm","2026-01-11T15:40:25.560906Z","2023-09-29","508aac6b7315d09ad5f04bcbfc7f8365",40.699307,-73.960695,604222325151236095,212953,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/508aac6b7315d09ad5f04bcbfc7f8365.jpg",668621,2.2,"light_maroon_penguin","2026-01-11T15:40:25.560921Z"
32941,"1",1695997364987,"Level 0: 0cm","2026-01-11T15:40:26.997223Z","2023-09-29","513bcaa6e7af626bdf18947fe538c56e",40.699587,-73.959144,604222325151236095,212954,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/513bcaa6e7af626bdf18947fe538c56e.jpg",672745,1.161,"total_melt_deer","2026-01-11T15:40:26.997235Z"
32942,"1",1696017955774,"Level 0: 0cm","2026-01-11T15:40:28.592255Z","2023-09-29","9487176b94495868a6de0a526c68af02",40.702899,-73.94673,604222325151236095,212955,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/9487176b94495868a6de0a526c68af02.jpg",675027,1.301,"mean_flying_fish","2026-01-11T15:40:28.592271Z"
32943,"1",1696004230162,"Level 0: 0cm","2026-01-11T15:40:29.963053Z","2023-09-29","e13d63bac73c5d327274a20065a2d467",40.693861,-73.79274,604222325419671551,212956,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222325419671551/frames/e13d63bac73c5d327274a20065a2d467.jpg",252467,1.055,"nicely_brief_dory","2026-01-11T15:40:29.963074Z"
32944,"1",1696005319195,"Level 0: 0cm","2026-01-11T15:40:31.343833Z","2023-09-29","f0601abe0fd0d6de1f591cc3fa6fdb29",40.833688,-73.883272,604222324345929727,212957,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222324345929727/frames/f0601abe0fd0d6de1f591cc3fa6fdb29.jpg",157084,1.077,"slowly_fast_sawfly","2026-01-11T15:40:31.343862Z"
32945,"1",1695993178582,"Level 0: 0cm","2026-01-11T15:40:32.490124Z","2023-09-29","90330d124d4fca29a567a7bc525e16eb",40.809821,-73.948266,604222323809058815,212958,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222323809058815/frames/90330d124d4fca29a567a7bc525e16eb.jpg",351455,0.854,"easily_cosmic_slug","2026-01-11T15:40:32.490145Z"
32946,"1",1696021355932,"Level 1: 1-15cm","2026-01-11T15:40:39.129923Z","2023-09-29","a1a66132e1c7712d0a6c0fea8868fe9e",40.676653,-73.994523,604222352263217151,212959,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222352263217151/frames/a1a66132e1c7712d0a6c0fea8868fe9e.jpg",767454,6.358,"daily_new_falcon","2026-01-11T15:40:39.129935Z"
32947,"1",1695995812474,"Level 0: 0cm","2026-01-11T15:40:41.291796Z","2023-09-29","bf219a163931e5788ad807a29cbed8af",40.811275,-73.954079,604222323809058815,212960,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222323809058815/frames/bf219a163931e5788ad807a29cbed8af.jpg",351664,1.872,"duly_star_bee","2026-01-11T15:40:41.291817Z"
32948,"1",1696023274031,"Level 0: 0cm","2026-01-11T15:40:43.639992Z","2023-09-29","220cd0557a956769dea5dcfb2d3ff244",40.700878,-73.954529,604222325151236095,212961,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/220cd0557a956769dea5dcfb2d3ff244.jpg",653818,2.051,"blue_eyed_tiger","2026-01-11T15:40:43.640014Z"
32949,"1",1695990709039,"Level 1: 1-15cm","2026-01-11T15:40:53.046482Z","2023-09-29","1e8c321a311ea37fc3b2302c702c275a",40.673208,-74.008379,604222353471176703,212962,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222353471176703/frames/1e8c321a311ea37fc3b2302c702c275a.jpg",827776,9.103,"vastly_saving_whale","2026-01-11T15:40:53.046508Z"
32950,"1",1695997363987,"Level 0: 0cm","2026-01-11T15:40:55.796489Z","2023-09-29","e713e7829863828e8cd248206ece25cf",40.699587,-73.959144,604222325151236095,212963,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/e713e7829863828e8cd248206ece25cf.jpg",672746,2.422,"total_melt_deer","2026-01-11T15:40:55.796509Z"
32951,"1",1696019589047,"Level 0: 0cm","2026-01-11T15:40:57.465425Z","2023-09-29","d9c81de7fd3195f325d6ece7eead4ab1",40.833587,-73.883359,604222324345929727,212964,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222324345929727/frames/d9c81de7fd3195f325d6ece7eead4ab1.jpg",157048,1.387,"slowly_fast_sawfly","2026-01-11T15:40:57.465446Z"
32952,"1",1696030646165,"Level 0: 0cm","2026-01-11T15:40:58.998287Z","2023-09-29","6783016ff15b44b04d603672a3691fb5",40.745577,-73.814514,604222325285453823,212965,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222325285453823/frames/6783016ff15b44b04d603672a3691fb5.jpg",80997,1.248,"nearly_tidy_weasel","2026-01-11T15:40:58.998308Z"
32953,"1",1696019951207,"Level 0: 0cm","2026-01-11T15:41:01.116142Z","2023-09-29","c80c6d587885d08d713bcd084258043f",40.692177,-73.781585,604222325419671551,212966,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222325419671551/frames/c80c6d587885d08d713bcd084258043f.jpg",248386,1.853,"evenly_cute_tomcat","2026-01-11T15:41:01.116155Z"
32954,"1",1696012372495,"Level 1: 1-15cm","2026-01-11T15:41:15.435132Z","2023-09-29","b27550d3f66fe7ca98e38dc6c65590f7",40.646643,-73.970207,604222353471176703,212967,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222353471176703/frames/b27550d3f66fe7ca98e38dc6c65590f7.jpg",849582,14.011,"firmly_needed_heron","2026-01-11T15:41:15.435153Z"
32955,"1",1696016597801,"Level 0: 0cm","2026-01-11T15:41:16.995607Z","2023-09-29","02cb0f26ba0afa10e4b01245dfed86ac",40.673309,-73.994846,604222353471176703,212968,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222353471176703/frames/02cb0f26ba0afa10e4b01245dfed86ac.jpg",848237,1.21,"overly_heroic_squid","2026-01-11T15:41:16.995628Z"
32956,"1",1696020792441,"Level 0: 0cm","2026-01-11T15:41:18.315686Z","2023-09-29","efd004aa339584a0bef112afc54b1ea9",40.699332,-73.960742,604222325151236095,212969,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/efd004aa339584a0bef112afc54b1ea9.jpg",668563,1.018,"light_maroon_penguin","2026-01-11T15:41:18.315707Z"
32957,"1",1696004049162,"Level 0: 0cm","2026-01-11T15:41:19.785789Z","2023-09-29","77a2dce388151f8f4c16bb6e03d04675",40.697337,-73.794484,604222325419671551,212970,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222325419671551/frames/77a2dce388151f8f4c16bb6e03d04675.jpg",237888,1.184,"mildly_loving_doe","2026-01-11T15:41:19.785810Z"
32958,"1",1696015723176,"Level 1: 1-15cm","2026-01-11T15:41:31.205704Z","2023-09-29","971eaedf97697225decfda86dd6e828b",40.652538,-73.746352,604222337365049343,212971,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222337365049343/frames/971eaedf97697225decfda86dd6e828b.jpg",288623,11.074,"mind_deal_ensure","2026-01-11T15:41:31.205724Z"
32959,"1",1696014133467,"Level 0: 0cm","2026-01-11T15:41:32.740066Z","2023-09-29","a8ebdd99826e11eef901c61dbef95da0",40.673339,-73.994908,604222353471176703,212972,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222353471176703/frames/a8ebdd99826e11eef901c61dbef95da0.jpg",848269,1.218,"overly_heroic_squid","2026-01-11T15:41:32.740079Z"
32960,"1",1695967386146,"Level 0: 0cm","2026-01-11T15:41:34.066256Z","2023-09-29","88dee90d26bf5690058b0f6d1d22f607",40.700747,-73.954564,604222325151236095,212973,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/88dee90d26bf5690058b0f6d1d22f607.jpg",653868,0.946,"blue_eyed_tiger","2026-01-11T15:41:34.066277Z"
32961,"1",1695990844278,"Level 0: 0cm","2026-01-11T15:41:35.922800Z","2023-09-29","5a69a692fdf9f9009cbcd2f26501306f",40.734506,-73.793501,604222325419671551,212974,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222325419671551/frames/5a69a692fdf9f9009cbcd2f26501306f.jpg",280458,1.546,"lively_wanted_louse","2026-01-11T15:41:35.922821Z"
32962,"1",1695990615812,"Level 0: 0cm","2026-01-11T15:41:38.030051Z","2023-09-29","2dfe725c1ae72403bfc8c62cdb2101ce",40.697414,-73.794541,604222325419671551,212975,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222325419671551/frames/2dfe725c1ae72403bfc8c62cdb2101ce.jpg",237928,1.791,"mildly_loving_doe","2026-01-11T15:41:38.030072Z"
